PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Percentage
RESULT_TYPE,,,,,,,,FLOAT
RESULT_DESCR,,,,,,,,Percentage of the test compound readout over the 3SD of negative controls at a concentration of 10 uM
RESULT_UNIT,,,,,,,,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,10
596,26729186,2824156,CC(=O)NNC(=O)C1=CSC(=N1)CC2=C(SC3=C2C=C(C=C3)Cl)Cl,Active,5,,,12.3
597,49668426,135500764,COC1=C(C=CC(=C1)/C=C/C2=NC3=C(C=CC=C3O)C=C2)O,Active,5,,,12.3
598,49824113,19650010,C1=CC=C(C=C1)CNC(=S)NCCC2=CC(=CC=C2)Cl,Active,5,,,12.3
599,7965508,5086679,C1CCCN(CC1)C(=O)CN2C3=C(CCCC3)C(=CC2=O)C4=CC=CC=C4,Active,5,,,12.3
600,49673306,2673481,COC1=CC=CC(=C1)CC(=O)NC2=CC3=C(CCC3)C=C2,Active,5,,,12.3
601,24798207,833381,C1CCCN(CC1)C(=S)NC(=O)C2=C(C=C(C=C2)Cl)Cl,Active,5,,,12.2
602,49641978,2788079,CC(C1=CC=CC=C1)NC(=S)NC2CCCCC2,Active,5,,,12.2
603,4260804,2952037,CC(=O)C(C(=O)NC1=CC=CC=C1)SC2=NC(=NC(=N2)N3CCOCC3)N4CCOCC4,Active,5,,,12.2
604,17386802,4117825,C1CCC(CC1)CCC(=O)NNC(=O)NC23CC4CC(C2)CC(C4)C3,Active,5,,,12
605,26661737,695469,CC(C)(C)C1=CC=C(C=C1)/C=C/2\C(=O)N=C(S2)N3CCCC3,Active,5,,,12
606,24788461,883800,CC1=CC(=CC=C1)OCCC(=O)NC2=CC(=C(C=C2)F)F,Active,5,,,11.9
607,17413028,797976,C1=CC=C(C=C1)OC2=CC=CC=C2C(=O)NCC3=CC=C(C=C3)Cl,Active,5,,,11.8
608,4250780,3244543,CC1=CC(=C(C2=C1C=CC(=N2)N)O)C,Active,5,,,11.7
609,7970230,4393476,C1CCC2=C(C1)C=CC(=C2)C3=NN=C(O3)NC(=O)C4=CC=CC=C4Cl,Active,5,,,11.7
610,14729238,1472216,COC1=NC=C(C=C1)NC(=O)/C(=C(\S(=O)CC2=CC=CC=C2)/Cl)/Cl,Active,5,,,11.6
611,17388578,3693136,CCC1=CC=C(C=C1)C(C)NC(=O)C2=CC=C(C=C2)F,Active,5,,,11.6
612,3716272,2871893,CC(CCC=C(C)C)NC(=O)NC1CCCCC1,Active,5,,,11.5
613,49825257,2959558,CCOC(=O)N1CCN(CC1)C(=O)COC2=C(C3=CC=CC=C3C=C2)Br,Active,5,,,11.4
614,47204105,135536565,C1=CC=C(C=C1)C2=NNC(=S)N2/N=C/C3=C(C(=CC(=C3)Br)Br)O,Active,5,,,11.4
615,24781242,860326,CC1=CC2=CC=CC=C2N=C1SCC(=O)NC3CCCCC3,Active,5,,,11.3
616,24807785,1736409,CC1=NC2=C(C3=C(S2)CCCC3)C(=O)N1NC(=O)CCBr,Active,5,,,11.3
617,49672245,2810997,C1=CC=C(C=C1)COC2=CC=C(C=C2)NC(=O)NC3=CN=CC=C3,Active,5,,,11.3
618,24813759,2722,C1=CC2=C(C(=C(C=C2Cl)Cl)O)N=C1,Active,5,,,11.3
619,56316382,9109692,CC1=CC(=C(S1)C)C(=O)CCC(=O)N2CCN(CC2)S(=O)(=O)C3=CC=CC=C3,Active,5,,,11.3
620,14727111,1093761,CC(C)N1C=C(C=N1)NC(=O)C2=NOC(=C2)C3=CC=CC=C3,Active,5,,,11.2
621,47198607,6469196,CC1=CC(=CC=C1)CC(=O)NC2CCCCCC2,Active,4,,,11
622,17385902,4329974,C1=CC=C(C=C1)C2=C(C(NC(=O)N2)C3=CC=C(C=C3)O)C4=NC5=CC=CC=C5S4,Active,4,,,10.9
623,843797,54680232,CCN1C2=CC=CC=C2C(=C(C1=O)C(=O)NC3=CC=CC=C3S(=O)(=O)N)O,Active,4,,,10.9
624,26669216,649322,COC1=CC=CC=C1N2CCN(CC2)C(=O)CSC3=NC(=CC(=N3)C(F)(F)F)C4=CC=CO4,Active,4,,,10.8
625,17411343,1477185,C1=CC(=CC=C1C2=CC(=C(C(=O)N2)C#N)C(F)(F)F)Cl,Active,4,,,10.8
626,49674687,5289419,COC1=CC\2=C(C=C1)NC(=O)/C2=C\C3=CN=CN3,Active,4,,,10.4
627,17412188,2248018,CCCCNC(=S)NC(=O)C1=CC=C(C=C1)[N+](=O)[O-],Active,4,,,10.3
628,49648663,2278515,CN(C)C1=CC=C(C2=CC=CC=C21)NC(=O)CC3=CC=CC=C3,Active,4,,,10
629,49669770,22430460,CC1=CC(=C(C=C1)C)CN2CCC(CC2)CNC(=O)NC3=CC(=C(C=C3)C)C,Active,4,,,10
630,14725354,742745,CCN1C(=O)C2=C(N=C1SCC(=O)N)SC3=C2CCCC3,Active,4,,,9.8
631,51090456,7475839,CCCCC1=NC2=C(C(=N1)SCC(=O)N3CCOCC3)C(=O)N(C(=O)N2C)C,Active,4,,,9.8
632,24807909,307426,COC1=CC(=C(C=C1)OC)NC(=O)C2=CC=C(C=C2)Cl,Active,4,,,9.8
633,56318692,24980451,CCN(C1=CC=CC=C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC=NC=C3,Active,4,,,9.8
634,17409009,135431547,C1=CC=C(C=C1)C2=CC(=O)N3C(=N2)C(=C(N3)N)N=NC4=CC=CC=C4,Active,4,,,9.8
635,49715695,16002628,COC1=CC=CC(=C1)CNC(=O)C2CCN(CC2)S(=O)(=O)C3=CC=C(S3)Br,Active,4,,,9.6
636,24707776,5459423,CCCCC#CC1=CC=CC=C1CC(=O)NC2=CC=CC=C2,Active,4,,,9.6
637,14738747,897458,CC1=CC(=C(C(=C1)C)NC(=O)C2=C(OC=C2)C)C,Active,4,,,9.5
638,16952576,5196684,CCOC1=CC(=C(C=C1NC(=O)CC2=CC=CC3=CC=CC=C32)OCC)N4CCOCC4,Active,4,,,9.3
639,49819153,24817778,CCC1=CN=C(C=C1)CNC(=O)C2=CC3=C(C=C2)N=C(O3)C4CCCCC4,Active,4,,,9.2
640,14744695,2339452,C1=CC=C(C(=C1)NC(=O)CSC2=NNC(=N2)N)SC3=CC=C(C=C3)Cl,Active,4,,,9.1
641,47197705,2918793,CC(C1=CC=C(C=C1)Br)NC(=O)C2CCCC2,Active,4,,,9
642,49647091,6860015,CC(C)C1=CC=C(C=C1)/C=N/N2C(=NNC2=S)COC3=CC=CC=C3,Active,4,,,9
643,49671819,5713277,CC(=O)OC(C)(C)/C=C/C(=O)C(C)(C1[C@@H](C[C@@]2([C@@]1(CC(=O)[C@@]3(C2CC=C4C3CC[C@H](C4(C)C)O)CO)C)C)O)O,Active,4,,,9
644,17413054,2966258,C1C2CC3CC1CC(C2)(C3)NC(=S)NCC4=CC=C(C=C4)Cl,Active,4,,,9
645,47200247,23724143,C1CCN(CC1)C2=C(C=C3C(=C2)N(C(=N3)C4CCCN4C5=NC(=CS5)C6=CC=C(C=C6)Cl)CCCO)Cl,Active,3,,,8.9
646,49735817,6023693,CC1=CC=CC=C1NC2=C/C(=N\S(=O)(=O)C3=CC=C(C=C3)C(=O)O)/C4=CC=CC=C4C2=O,Active,3,,,8.9
647,24823972,65751,CCCCCC1=C(C(=CC2=C1OC3=CC(=CC(=C3C(=O)O2)CC(=O)CCCCC)O)O)C(=O)O,Active,3,,,8.8
648,49825779,1013700,C1COCCN1C(=O)COC2=C(C3=C(C=C2)C=C(C=C3)Br)Br,Active,3,,,8.8
649,49724694,4806879,C1CN(CCC1CC2=CC=CC=C2)C(=O)CCNS(=O)(=O)C3=CC=CC=C3,Active,3,,,8.7
650,7975645,2225585,CCOC(=O)C(=C1C=C(OC(=C1)C)C)NC(=O)C2=CC=CC=C2,Active,3,,,8.7
651,49721310,16011919,CC1=CC(=C(C(=C1)C)CN2C3=CC=CC=C3C4=C2C(=O)N(N=C4)CC(=O)NCC5=CC=CC=N5)C,Active,3,,,8.7
652,47199229,886034,COC1=CC(=C(C=C1)NC(=O)CCCC2=CC=CC=C2)OC,Active,3,,,8.7
653,14736320,4141139,C1CCC2=C(C1)C=CC(=C2)C3=NN=C(O3)NC(=O)C4=CC=CC=C4,Active,3,,,8.6
654,17431845,2894113,C1CN(CCN1C2=C(C=C(C=C2)Cl)[N+](=O)[O-])C(=S)NC(=O)C3=CC=CS3,Active,3,,,8.6
655,7966191,5308071,C1=CC=C(C=C1)CC(C(=O)NC2=NC=C(S2)Br)N3C=CC=C3,Active,3,,,8.5
656,4254564,2918848,CC(C1=CC2=C(C=C1)OCCO2)NC(=O)C3CCCCC3,Active,3,,,8.5
657,24828542,3987497,C1CC(C2=CC=CC=C2C1)NC(=S)NC(=O)C3=CC=CO3,Active,3,,,8.4
658,14735788,2187695,CC1=CC(=C(C=C1)N/C=C/C(=O)C(C)(C)C)O,Active,3,,,8.3
659,51090036,8414192,C1=CC=C2C=C(C=CC2=C1)C(=O)NC3=NNC(=S)S3,Active,3,,,8.2
660,16952920,4440911,C1=CC=C(C=C1)C2C(=C(NC(=O)N2)C3=CC=CC=C3)C4=NC5=CC=CC=C5S4,Active,3,,,8.2
661,24821035,9636847,COC1=CC=CC(=C1)/C(=N/O)/C2CC2C3=CC=C(C=C3)Cl,Active,3,,,8.1
662,49828588,1984766,COC1=CC=C(C=C1)OCC(=O)NNC(=O)C(=O)NC2=C(C=CC(=C2)OC)OC,Active,3,,,8
663,47194318,135536260,COC1=CC(=CC(=C1O)/C=N/NC(=O)CC2=CC=CC=C2)Br,Active,3,,,8
664,56324421,24982939,C1COCCN1C(CNC(=O)CSC2=CC=C(C=C2)Br)C3=CC=CS3,Active,3,,,7.9
665,22405488,6441458,C[C@@H]1CC[C@@]2([C@@H]([C@@]1(C)CC/C(=C/C(=O)O)/C)CCC=C2C)C,Active,3,,,7.9
666,49678145,2049442,C1=CC=C(C=C1)C2=CN(C3=C2C(=S)N=CN3)C4=CC=C(C=C4)F,Active,3,,,7.9
667,26726127,6532825,CC1CC2=C(O1)C=CC(=C2)/C=C/3\C(=O)NC(=S)S3,Active,3,,,7.8
668,26729675,2813732,CCOC(=O)C1=C(N(C(=S)S1)C2=CC=CC=C2)NC(=O)C,Active,3,,,7.8
669,49734550,16012173,CC1=CC=CC=C1CN2C3=CC=CC=C3C4=C2C(=O)N(N=C4)CC(=O)NCC5=CC=CC=N5,Active,3,,,7.8
670,14746613,6380971,C/C(=C(/C#N)\C(=O)COC(=O)C1CCC(CC1)C(C)(C)C)/N,Active,3,,,7.8
671,24801126,1125937,C1COCCN1C2=CC=C(C=C2)N=CC3=C(C(=CC(=C3)Cl)Br)O,Active,3,,,7.7
672,49680971,3117687,CC1=CC=C(C=C1)NC(=O)C(=O)NNC(=O)C2=CC=C(C=C2)OC,Active,3,,,7.6
673,26663561,2869281,COC1=CC(=C(C=C1)OC)NC(=O)C(=O)NNC(=O)C23CC4CC(C2)CC(C4)C3,Active,3,,,7.5
674,14736988,2851395,C1CN(CCC1CC2=CC=CC=C2)C3CC(=O)N(C3=O)CCC4=CC=CC=C4,Active,3,,,7.5
675,24788111,710481,CC1=CC(=C(C=C1)NC(=O)CC2=CC=CC=C2)C,Active,3,,,7.4
676,24830717,6789504,CSC(=S)N/N=C/C1=CC=CC=C1,Active,3,,,7.4
677,4245856,135544645,C1=CC(=CC(=C1)Cl)NC(=O)CSC2=NC(=C(C(=O)N2)C#N)C3=CC=CO3,Active,3,,,7.4
678,22402786,3076847,CCOC(=O)C1=C(SC=C1C2=CC=CC=C2)NC(=S)NC,Active,3,,,7.3
679,24822339,9692110,C1=CC(=C(C(=C1)Cl)/C=N/N2C(=NNC2=S)C3=CC=CS3)Cl,Active,3,,,7.3
680,49824444,4646958,CC1=CC=C(C=C1)CNC(=S)NC2CCCCC2,Active,3,,,7.2
681,47196270,2932429,CC1=CC(=C(C=C1)NC(=O)C2CC2C3=CC=CC=C3)[N+](=O)[O-],Active,3,,,7.1
682,14727318,1450735,CC(C)OC(=O)C1=CC2=C(N1CC(=O)N3CCC(CC3)CC4=CC=CC=C4)C=CN2C,Active,3,,,7.1
683,47193715,47936,CC(=O)O[C@H]1[C@H]([C@@H]2[C@]([C@H](CCC2(C)C)O)([C@@]3([C@@]1(O[C@@](CC3=O)(C)C=C)C)O)C)O,Active,3,,,7.1
684,47197818,2912233,CC(C1=CC=CC=C1)NC(=O)CC2CCCCC2,Active,3,,,7.1
685,26665273,135412648,C1=CC=C2C(=C1)N=C3C=CC=C(C3=N2)O,Active,3,,,7.1
686,47198160,2832306,COC1=CC=CC(=C1)NC(=O)C2C(C2(Cl)Cl)C3=CC=CC=C3,Active,3,,,7
687,17413737,2255475,COC1=CC(=C(C=C1)NC(=O)C(=O)NNC(=O)C2=CC=CS2)OC,Active,3,,,6.9
688,17434007,1348398,C1=CC(=CC(=C1)Cl)C2=CC=C(O2)/C=C\3/C(=O)N(C(=N)S3)C4=NC=CS4,Active,3,,,6.8
689,14740511,2202953,CC1=CC(=NC(=N1)SCC(=O)NC2=CC(=C(C=C2)Cl)Cl)OC3=CC=CC=C3,Active,3,,,6.8
690,14745109,3571207,CC1CCCC(C1C)N2C(=O)C3=CC=CC=C3NC2=S,Active,3,,,6.8
691,24793091,2964275,CC1=CC=C(C=C1)C(C)NC(=O)C23CC4CC(C2)CC(C4)C3,Active,2,,,6.5
692,49821872,1790669,CC1=C(C=CO1)C(=O)NNC(=S)NC(=O)COC2=C(C=C(C=C2)Cl)Cl,Active,2,,,6.5
693,24821202,712206,CC1=C(SC2=C1C(=S)NC=N2)C3=CC=CC=C3,Active,2,,,6.5
694,24806223,875146,COC1=CC2=C(C=C1)N=C(S2)NC(=S)NC(=O)C3=CC=CO3,Active,2,,,6.4
695,49822228,24818326,COC1=CC=C(C=C1)NC(=O)CSCC(=O)NC2=C(C=CC(=C2)Cl)N3CCCC3,Active,2,,,6.3
696,7977625,1378506,CCOC(=O)CSC1=NC2=C(CCCC2)C(=C1C#N)C3=CC=C(O3)C,Active,2,,,6.3
697,17413129,1254624,C1CCN(CC1)C2=C(C=CC=C2Cl)NC(=S)NC(=O)C3=CC=CO3,Active,2,,,6.2
698,49649260,24747982,CCCCCCC(C1=CC=C(C=C1)OC)(C(CN2CCOCC2)C3=CC=CC=C3)O.Cl,Active,2,,,6.2
699,26731737,2818527,C1=CC=C(C(=C1)CSC2=NC(=O)NC(=N2)C3=CC=C(C=C3)Cl)Cl,Active,2,,,6.1
700,4245502,709854,C1CC2=C(C(=C(C=C2Cl)Cl)O)NC1,Active,2,,,6.1
701,24820768,2766814,C1=CC=C2C(=C1)C(=S)N=C(N2)CC3=CC=C(C=C3)Cl,Active,2,,,6.1
702,26729070,9583715,CC(C)(C)C1=CC=C(C=C1)/C(=N/OC2=NC=NC3=C2C=NN3C)/N,Active,2,,,6.1
703,26667078,2869474,COC1=CC=C(C=C1)C(=O)NNC2=C(CCC2)C(=O)C(F)(F)F,Active,2,,,6
704,49820877,16564446,CC1=C(C=CC(=C1)N2CCCC2)NC(=O)COC3=CC=CC(=C3)C(F)(F)F,Active,2,,,6
705,49666270,135441013,C1=CC=C(C=C1)C2=C(C(=O)NC(=N2)SCC3=CC(=CC=C3)C(F)(F)F)C#N,Active,2,,,6
706,24816909,7110323,CCC1=NC2=C(C(=N1)SCC(=O)C3=CC=CC=C3)C(=O)N(C(=O)N2C)C,Active,2,,,5.8
707,49825637,833347,CC1CCN(CC1)C(=S)NC(=O)C2=CC=C(C=C2)C(C)(C)C,Active,2,,,5.8
708,49666464,1472024,C1=CC2=C(C=C1Cl)NC(=N2)C3=CN=C(C=C3)Cl,Active,2,,,5.7
709,4252343,3245907,CC(=O)SCC(=O)N=C1N(C2=C(S1)C=C(C=C2)F)C,Active,2,,,5.6
710,49675778,135473737,C1=CC=C2C(=C1)C=CC3=C2C(=O)NC(=N3)C(Cl)(Cl)Cl,Active,2,,,5.6
711,49670827,725623,CC1=CC(=C(C=C1)NC(=O)CCOC2=CC=CC=C2)C,Active,2,,,5.5
712,26730040,2744591,CC(C)(C)C1=CC(=NO1)C(=O)NNC(=O)C2=CC=C(C=C2)Cl,Active,2,,,5.3
713,17414696,2952534,C1CN(CCN1C2=C(C=CC=C2Cl)[N+](=O)[O-])C(=S)NC(=O)C3=CC=CS3,Active,2,,,5.1
714,14728315,1235822,CC(C)(C)C1=CSC(=N1)SCC(=O)NC2=NC=C(C=C2)Cl,Active,2,,,5
715,4260918,135465318,CC1=CC(=O)NC(=N1)SCC(=O)N2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4,Active,2,,,5
716,49649398,759999,C1CCC2=C(C1)C(=C(S2)NC(=O)C3=CC(=CC=C3)Cl)C(=O)O,Active,2,,,4.9
717,49730065,3117688,CCC1=CC=C(C=C1)NC(=O)C(=O)NNC(=O)C2=CC(=CC=C2)OC,Active,2,,,4.9
718,24828521,284927,CC(=O)NC1=C(C(=O)C2=CC=CC=C2C1=O)NC3=CC=CC=C3OC,Active,2,,,4.8
719,14743556,3147001,C1CC(=C(C1)NNC(=O)C2=CC=C(C=C2)Cl)C(=O)C(F)(F)F,Active,2,,,4.8
720,49725686,2833089,C1=CC=C(C(=C1)NC(=S)NC(=O)C2=CC=CO2)Cl,Active,2,,,4.7
721,24818556,2766545,C1=CC(=C(C=C1F)Cl)C(=O)C2=CNC(=C2)C(=O)C(Cl)(Cl)Cl,Active,2,,,4.6
722,4247737,3241901,CCOC(=O)CSC1=C(C(C(=C(N1)C)C(=O)C)C2=CC=C(C=C2)F)C#N,Active,2,,,4.6
723,51087810,5076721,CC1=C(C=C(C=C1)C(=O)NC2=NN=C(O2)C3=COCCO3)C,Active,2,,,4.5
724,864845,666093,CC1=NC2=C(C=NN2C(=C1)NCCOCCO)C3=CC=C(C=C3)Cl,Active,1,,,4.4
725,24817280,1476319,CC1=CC2=C(C(=C1C)NS(=O)(=O)C3=CC=C(C=C3)F)N=CN2C(C)C,Active,1,,,4.3
726,17504227,5293996,CC1(CC(C2=CC=CC\3=C2N1C(=O)/C3=C\4/C(=O)NC(=S)S4)(C)C5=CC=CC=C5)C,Active,1,,,4.3
727,17408786,2829929,COC(=O)C1=CC=CC=C1NC(=S)NC(C(Cl)(Cl)Cl)NC(=O)C2=CC=CO2,Active,1,,,4.2
728,4255275,2202614,CC(C)(C)C1=CC(=C(C=C1)OCC(=O)NCC2=CC=CO2)Br,Active,1,,,4
729,49721837,16446369,CC1=CC(=CC=C1)NC(=O)C2=NC(=NC=C2Cl)S(=O)(=O)CC3=CC=CC=C3,Active,1,,,4
730,16952836,2303849,COC1=CC=CC=C1N2CCN(CC2)CC3=C4C=CC=NC4=C(C=C3)O,Active,1,,,3.8
731,14726228,3157056,CC(C(=O)NCC1=CC2=C(C=C1)OCO2)SC3=CC=C(C=C3)Cl,Active,1,,,3.7
732,7973981,2057897,CCCCCCNC(=O)NC1=CC=CC=C1,Active,1,,,3.7
733,24823143,1271299,C1CS(=O)(=O)C(=C(S1(=O)=O)C2=CC=CC=C2)C(=O)NC3=CC=CC=C3,Active,1,,,3.7
734,49824160,24818716,COC1=CC(=C(C=C1)OC)NC(=O)NC2CCCCCCC2,Active,1,,,3.5
735,24807290,5756371,CCN1C2=NC(=O)N(C(=O)C2=NC(=N1)/C=C/C3=CC=CC=C3)C,Active,1,,,3.5
736,22413130,1767613,CCCCN1C(=NNC1=S)C2=CSC(=C2)C(C)C,Active,1,,,3.4
737,847712,650121,C1C2CC3CC1CC(C2)(C3)NC(=O)CC4=CC=C(C=C4)N5C=NN=N5,Active,1,,,3.4
738,26669888,16264564,C/C(=C(/C#N)\C(=O)CSC1=NC2=CC=CC=C2C(=O)N1CC3=CC=C(C=C3)F)/N,Active,1,,,3.4
739,17413029,2288824,CCN(CC)C(=S)SCC(=O)NC1=CC=C(C=C1)F,Active,1,,,3.2
740,17401664,3509275,C1=CC=C(C=C1)C(CC(=O)NCC2=CC=CO2)C3=CC=CC=C3O,Active,1,,,3.2
741,14727732,4602436,CC1CCCC(C1C)NC(=O)CC2=CC=C(C=C2)Br,Active,1,,,3
742,7973061,873495,CC1=C(C=C(C=C1)NC(=O)CSC(=O)N)Cl,Active,1,,,3
743,17412713,716779,C1CCN(CC1)C2=CC=C(C=C2)NC(=S)NC(=O)C3=CC=CS3,Active,1,,,3
744,26728578,2820916,CC(C)(C)C(=O)CSC1=NC=C2CCC3=CSC(=C3C2=N1)SC,Active,1,,,2.8
745,26659743,3996952,CC(=NC1=CC=CC=C1)C2=C(NN(C2=O)C3=NC4=CC=CC=C4S3)CC(=O)OC,Active,1,,,2.8
746,26665711,135408736,C1=CC=C(C=C1)N2C3=C(C=N2)C(=S)N=CN3,Active,1,,,2.7
747,14739557,2914139,CC1=CC(=C(C(=C1)C)C(=O)C2C(C(=O)C(C(=O)O2)(C)C)(C)C)C,Active,1,,,2.7
748,26727728,2739941,C1CN(C(C2=C1C3=CC=CC=C3N2)C(F)(F)F)C(=O)C4=CC=C(C=C4)Cl,Active,1,,,2.7
749,864793,666042,CC1=CC=C(C=C1)NC2=NC(=NC(=N2)N)CN3CCN(CC3)C4=CC=CC=C4F,Active,1,,,2.5
750,49642312,135531710,CC1=C(C(=CC=C1)/C=N/NC(=O)CC2=CC=C(C=C2)Cl)O,Active,1,,,2.5
751,17409108,979801,C1=CC=C(C(=C1)CNC2=CC=C(C=C2)S(=O)(=O)N)OCC3=CC=C(C=C3)F,Active,1,,,2.5
752,859188,573250,CC1=C(C=CO1)C(=O)OCC(=O)NC2=CC=C(C=C2)F,Active,1,,,2.4
753,49732402,20892266,C1CC(OC1)CNC(=O)CN2C(=O)C3=C(C=N2)C4=CC=CC=C4N3CC5=CC(=CC=C5)Cl,Active,1,,,2.4
754,7971601,5310511,CN1C2=C(C(=NC(=N2)C3CC3)SCC(=O)C4=CC=CC=C4)C(=O)N(C1=O)C,Active,1,,,2.4
755,7976121,1341381,CC(=O)C1=C(NC(=NC1=S)C2=CC=CC=C2)N3CCN(CC3)CC4=CC=CC=C4,Active,1,,,2.3
756,47195143,2971573,CC1=C(C=C(C=C1)C(C)NC(=O)C2=CC=CS2)C,Active,1,,,2.3
757,17403116,5179699,C1=CC=C(C(=C1)C2=C(N(N=C2)C3=CC(=CC=C3)[N+](=O)[O-])N)Cl,Active,1,,,2.3
758,17401337,11838418,CCC1(CC2=C(CO1)SC3=C2C(=O)N(N=N3)CC(=O)NC4=CC=C(C=C4)Cl)C,Active,0,,,2.2
759,24829988,2094658,CC1=CC=CC=C1NC2=NC(=NC(=N2)N)COC(=O)/C=C/C3=CC=C(O3)C,Active,0,,,2.1
760,49825422,797893,CC1=C(C=C(C=C1)OCC(=O)NC2CCCCCC2)C,Active,0,,,2
761,24824350,1484169,CC1=CC2=C(C=C1)NC(=S)N(C2=O)C3=CC(=C(C=C3Cl)Cl)OC,Active,0,,,1.9
762,26670189,16241851,CCN1C2=C(C=C(C=C2)NC(=O)CNC)C3=CC=CC=C31.C(=O)(C(=O)O)O,Active,0,,,1.9
763,14720423,135473383,CC1=C(C(=O)N(N1)C2=CC(=CC=C2)Cl)/C=N/N3C(=NC4=CC=CC=C4C3=O)C,Active,0,,,1.8
764,56316010,24979208,CC1(CC2CC(C1)(CN2S(=O)(=O)C3=CC=CC(=C3)C(=O)N(C)CC(=O)NC4=CC(=CC=C4)F)C)C,Active,0,,,1.7
765,17401178,1229805,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC(=S)NC4=CC=CC=C4,Active,0,,,1.7
766,17414265,1295158,CS(=O)(=O)N(CC(=O)NC1=CC=CC=C1SC2=CC=CC=C2)C3=CC(=CC=C3)Br,Active,0,,,1.7
767,17403545,2827236,CC1=CC=C(O1)C(C2C(=O)CC(CC2=O)(C)C)C3=C(CC(CC3=O)(C)C)O,Active,0,,,1.5
768,26663570,946469,CCN1C2=NC3=C(C=CC=C3C=C2C(=N1)NC(=O)C4=CC=CC=C4)C,Active,0,,,1.5
769,24791014,2840351,CC1=CC=C(S1)C2C(=C(OC3=C2C(=O)CCC3)N)C#N,Active,0,,,1.5
770,49668801,135745100,COC1=CC=CC=C1N=NC2=C3C=CC=NC3=C(C=C2)O,Active,0,,,1.5
771,14745370,2398303,C1CN(CC2=CC=CC=C21)CC3=C4C=CC=NC4=C(C=C3)O,Active,0,,,1.3
772,22408699,2423595,COCCNC(=O)/C(=C/C1=CC(=CC=C1)/C=C(\C#N)/C(=O)NCCOC)/C#N,Active,0,,,1.3
773,24801272,3107165,C1CC(=C(C1)NNC(=O)C2=CC=NC=C2)C(=O)C(F)(F)F,Active,0,,,1.3
774,24786666,738234,C1=CC=C(C=C1)C2=CSC(=N2)NC(=S)NC(=O)C3=CC=CO3,Active,0,,,1.2
775,26727854,2727155,C1=CC(=C(C=C1C(=O)NNC2=C(C=C(C=N2)C(F)(F)F)Cl)Cl)Cl,Active,0,,,1.2
776,24793443,969593,COC1=CC=CC(=C1)NC(=O)C2=CSC3=C2CCCC3,Active,0,,,1.2
777,17415889,1341238,C1CCN(CC1)C2=C(C=C(C=C2)NC(=S)NC(=O)C3=CC=CS3)Cl,Active,0,,,1
778,14746000,2114391,C1=CC=C(C(=C1)C2=CC=C(C=C2)C(F)(F)F)C(=O)NCC3=CC=CO3,Active,0,,,1
779,49665475,784454,C1OC2=C(O1)C=C(C=C2)CNC(=O)/C=C/C3=CC=CS3,Active,0,,,1
780,4262228,945821,CCC1=CC=C(O1)CCC(=O)NC2=C(C=C(C=C2)C)C,Active,0,,,1
781,24788367,891358,C1=CC(=CC(=C1)[N+](=O)[O-])COC(=O)C2=CC=NC=C2,Active,0,,,1
782,49734219,1442810,CC1=CSC(=N1)NC(=O)CSC2=NC(=NC3=CC=CC=C32)C(C)C,Active,0,,,1
783,848472,6603466,C1=CC=C(C=C1)COCC2=C3C=CC=NC3=C(C=C2)O.Cl,Active,0,,,1
784,24795197,1014967,C1CCC(=CC1)CCNC(=S)NC(=O)C2=CC=C(O2)Br,Active,0,,,1
785,14729216,1472225,CC1=CC=C(C=C1)CS(=O)/C(=C(\C(=O)NC2=CN=C(C=C2)OC)/Cl)/Cl,Active,0,,,0.8
786,14721138,5654285,CC1=C/C(=N\OS(=O)(=O)C2=CC=CC=C2)/C=CC1=O,Active,0,,,0.8
787,49674333,4799436,C1CCCC(CC1)NC(=O)CC2=CC(=C(C=C2)Cl)Cl,Active,0,,,0.8
788,49677611,4884412,C1CC2CC1CC2CC(=O)NCCC3=CC=C(C=C3)Cl,Active,0,,,0.8
789,49664916,84677,C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)O)O,Active,0,,,0.8
790,7977533,724072,CC1=CC(=NO1)N=CC2=C(C=CC(=C2)Br)O,Active,0,,,0.8
791,22404749,6110289,CC1=C(C=C(C=C1)/C=C/C(=O)C2=C(C(=O)C=CC=C2)O)C,Active,0,,,0.8
792,856662,658014,CCN1C(=O)C2=C(N=C1SC(C)C(=O)O)SC3=C2CCC3,Active,0,,,0.7
793,49825668,833346,CC(C)(C)C1=CC=C(C=C1)C(=O)NC(=S)N2CCCCCC2,Active,0,,,0.7
794,49822004,4244251,CC1=NN(C(=C1Cl)C(=O)NC(=S)NC2=CC=C(C=C2)[N+](=O)[O-])C,Active,0,,,0.7
795,17415915,1242402,CCOC1=CC=C(C=C1)C(=O)NC(=S)N(CC2=CC=CC=C2)CC3=CC=CC=C3,Active,0,,,0.5
