PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Inhibition at 6.6 uM,Standard Deviation
RESULT_TYPE,,,,,,,,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Normalized percent inhibition of the screen at a compound concentration of 6.6 micromolar.,Standard deviation derived from the normalized percent activation of the triplicate data for each compound.
RESULT_UNIT,,,,,,,,PERCENT,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,6.6,
1356,24789084,5739648,CC(=O)OC1=C(C=CC=C1OC)/C=C/C2=NC3=CC=CC=C3C=C2,Inactive,31,,,37.32,0.432618
1357,24812980,3153943,C1=CC2=C(C=C1[N+](=O)[O-])C(N3C(=NC=N3)S2)O,Inactive,31,,,37.27,3.30636
1358,26724373,2402158,CN1C(=NN=N1)SC2=C(C=C(C=C2)C(=O)O)[N+](=O)[O-],Inactive,31,,,37.26,3.3469
1359,24788147,9607922,C1=C(OC(=C1)Br)/C=N/NC(=O)C2=CC(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-],Inactive,31,,,37.25,6.37028
1360,17401566,9557796,C1=CC(=CC=C1/C=N/NC(=O)C2=CC3=C(C=C2)N=CN3)[N+](=O)[O-],Inactive,31,,,37.24,0.79211
1361,4243342,3238076,CC1CCCCC1NC(=O)CN2C(=O)COC3=C2C=C(C=C3)C,Inactive,31,,,37.23,4.45088
1362,14727902,3348121,CC1=CC=C(C=C1)[N+]2=C3C=CC(=NN3C(=O)C(=C2[O-])CC4=CC=CC=C4)C5=CC=CC=C5,Inactive,31,,,37.23,2.30174
1363,24825938,2097446,COC1=CC=CC=C1NC(=O)COC(=O)C2=CC=C(S2)[N+](=O)[O-],Inactive,31,,,37.14,4.77818
1364,24811399,593441,C1=CN(N=C1)C2=C(C=C(C=C2)[N+](=O)[O-])C3=NNN=N3,Inactive,31,,,37.13,3.17128
1365,17406728,827481,C1=CC=C2C(=C1)N=C3N2C=C(C=C3)[N+](=O)[O-],Inactive,31,,,37.1,0.669004
1366,24807080,798409,CCOC(=O)CN1N=C(N=N1)C2=CC=C(C=C2)[N+](=O)[O-],Inactive,31,,,37.03,5.15647
1367,4241185,3236194,CCN1CCN(CC1)CCCNC(=O)C2=CC3=C(O2)N=C4C=C(C=CC4=C3)OC,Inactive,31,,,37.03,5.80244
1368,14721299,800487,C1=CC=NC(=C1)SC2=C(C(=O)N3C=CC=CC3=N2)C=O,Inactive,31,,,37,3.39687
1369,17406775,9725759,C1=CC=C(C=C1)COC2=CC=CC3=C2N=C(C=C3)/C=N/NC(=O)C4=CC=C(C=C4)Cl,Inactive,31,,,36.96,6.34037
1370,4257914,1319216,C1=CC=C2C(=C1)N=C(O2)SCCS(=O)(=O)C3=NC4=CC=CC=C4S3,Inactive,31,,,36.89,5.25963
1371,17401157,56642859,CCN=C(N/N=C/C1=CC=C(C=C1)[N+](=O)[O-])SC.I,Inactive,31,,,36.86,2.25655
1372,17386270,4170493,C1=CC(=CC=C1C(=O)NCCCCC(C(=O)O)NC(=O)C2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],Inactive,30,,,36.66,6.94028
1373,7975055,5310759,CCCCN(C)CC1=C(C=CC2=C1OC(=O)C=C2C3=CC=CC=C3)O,Inactive,30,,,36.62,6.23138
1374,14721708,3213876,CC1=C(C=CO1)C2=NN=C(N2CCOC)SCC(=O)NC3=NC4=CC=CC=C4S3,Inactive,30,,,36.61,2.87544
1375,14742497,4357194,CC(C)CN1C(=O)C2=C(N1)C3=C(C=C2)C(=O)C4=CC=CC=C4C3=O,Inactive,30,,,36.6,2.89848
1376,17512657,135517096,CC1=CC(=C(C(=C1)[N+](=O)[O-])O)/C=N/N2C(=NC3=CC=CC=C3C2=O)COC4=CC=CC=C4,Inactive,30,,,36.59,1.80666
1377,17512401,6866682,CN1C(=NN=C1SCC(=O)N/N=C/C2=CC=C(S2)[N+](=O)[O-])C3=CC=CC=C3,Inactive,30,,,36.54,0.800127
1378,22415690,802584,CC1=CC(=NC(=N1)NC(=O)C2=CC=C(O2)[N+](=O)[O-])C,Inactive,30,,,36.45,3.43719
1379,14718878,4053416,C1=CC(=CC=C1NC2=C(C=NC=C2)[N+](=O)[O-])F,Inactive,30,,,36.45,3.65434
1380,4245686,3240128,COC1=CC=CC=C1NC(=O)CS(=O)(=O)C2=CC=CC3=NSN=C32,Inactive,30,,,36.39,3.2302
1381,14732896,54678710,CC1=CC(=C(C=C1)C(C)C)OCC(=O)C2=C(C3=CC=CC=C3OC2=O)O,Inactive,30,,,36.36,13.9215
1382,26671320,4617342,C1=CC(=CC(=C1)NC(=O)C(=O)NC2=CC=C(C=C2)[N+](=O)[O-])C(=O)O,Inactive,30,,,36.36,0.374249
1383,4260900,2059949,CCCCC1=CC=C(C=C1)S(=O)(=O)NCCC2=CC=NC=C2,Inactive,30,,,36.34,11.9982
1384,4251601,3245265,C1COCCN1C(=O)CCS(=O)(=O)C2=CC=CC3=NON=C32,Inactive,30,,,36.29,2.00288
1385,17504099,628864,CC1=CC=CC=C1N=C2C3=C(C4=C2C=C(C=C4)[N+](=O)[O-])N=CC=C3,Inactive,30,,,36.28,2.2594
1386,4243581,3238284,C1CCC2=C(C1)N(C3=C([N+]2=O)C=CC(=C3)F)[O-],Inactive,30,,,36.27,5.48316
1387,22402926,2116164,C1=CC(=CC(=C1)Cl)NC(=O)NC2=C(C=C(C=C2)Br)F,Inactive,30,,,36.16,4.76796
1388,49720195,20949397,CN(CC(=O)NC1=CC=C(C=C1)OC)S(=O)(=O)C2=CC3=C(C=C2)NC(=O)O3,Inactive,30,,,36.15,0.848971
1389,24805227,2280499,C1COCCN1CCCNC(=O)C2=C(C=C(C=C2)Cl)[N+](=O)[O-],Inactive,30,,,36.14,12.0141
1390,24821214,9580204,C1=CC=C(C=C1)C(=O)N/N=C/C2=CC=C(S2)[N+](=O)[O-],Inactive,30,,,36.05,2.69231
1391,24708044,3247378,COC(=O)[C@H]1C[C@@H]1[C@@H](C2=CC=CC=C2)NS(=O)(=O)C3=CC4=CC=CC=C4C=C3,Inactive,30,,,36.04,12.7478
1392,17412182,867089,C1=CC(=CC(=C1)[N+](=O)[O-])C2=NC(=NO2)C3=CC=NC=C3,Inactive,30,,,35.94,6.91011
1393,858221,1584863,CC1=CC=C(C=C1)N2CN=C3N(C2)C(=O)/C(=C/C4=CN=CC=C4)/S3,Inactive,30,,,35.93,5.6793
1394,863887,2042689,CN(C)C1=CC=C(C=C1)/C=C\2/C(=O)N3CCCN=C3S2,Inactive,30,,,35.9,5.01979
1395,4252246,3245822,CC1=CC2=C(C=C1)N=C3C=CC(=NN3C2=O)N4CCN(CC4)C,Inactive,30,,,35.89,4.43059
1396,17431932,845583,CC1=C(N=CC=C1)NC(=O)C2=CC=C(O2)[N+](=O)[O-],Inactive,30,,,35.83,9.31913
1397,17434123,2847808,CCNC1=C(C=CC2=C1C(=O)C3=CC=CC=C3C2=O)C(=O)O,Inactive,30,,,35.83,5.33647
1398,26660030,16682019,C1CC(=O)N[C@H]1C(=O)NC2=CC=CC(=C2)C3=NOC4(C3)C[C@@H](N(C4)C(=O)C5=CC(=CC(=C5)[N+](=O)[O-])[N+](=O)[O-])C(=O)N,Inactive,30,,,35.82,1.39488
1399,24809271,2880464,COC1=CC=C(C=C1)C(=O)CN2CCN(CC2)CCN3C(=O)C4=CC=CC5=C4C(=CC=C5)C3=O,Inactive,30,,,35.79,3.73993
1400,14726382,1085576,COC1=CC2=C(C=C1)OC(=O)C(=C2)C(=O)NCC3=CC=CC=N3,Inactive,30,,,35.76,2.86694
1401,24802950,2941345,C1CS(=O)(=O)CC1NC(=O)CCN2C(=O)C3=CC=CC4=C3C(=CC=C4)C2=O,Inactive,30,,,35.73,2.14756
1402,24811326,3116657,C1=CSC(=C1)C(=O)NCC(=O)NCC(=O)OCC(=O)C2=CC=C(C=C2)[N+](=O)[O-],Inactive,30,,,35.71,2.41143
1403,14732876,9550325,[B-](F)(F)(F)F.C1=CC=C(C=C1)C2=CC(=[NH+]CCCO)C3=C(O2)C=CC(=C3)Cl,Inactive,30,,,35.66,0.804987
1404,24828335,4780303,CC1CN(CC(O1)C)C2=CN=C(C=C2)[N+](=O)[O-],Inactive,30,,,35.64,1.60779
1405,4248516,3242583,C1CN(CCC1NC(=O)CCNS(=O)(=O)C2=CC=CC3=NSN=C32)CC4=CC=CC=C4,Inactive,30,,,35.64,1.84814
1406,4241949,3236862,CCCN(CCC)CCCNC(=O)C1=CC2=C(O1)N=C3C=C(C=CC3=C2)OC,Inactive,29,,,35.55,2.57691
1407,56321393,24981588,CC1=CN=C(C=C1)NC(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCC4=CC=CC=C4C3,Inactive,29,,,35.54,11.6077
1408,24830682,2324077,CC1=C[N+](=CC=C1)C2=NC3=CC=CC=C3N=C2C(=C=[N-])C#N,Inactive,29,,,35.53,2.19344
1409,850525,399108,C1=CC=C2C(=C1)C=C(C(=O)O2)C3=NN=C(S3)N,Inactive,29,,,35.52,2.89597
1410,858798,660107,CCOC(=O)C1=C(N(C2=NC3=CC=CC=C3N=C12)CCCOC(=O)C4=CC=CO4)N,Inactive,29,,,35.51,9.63346
1411,24793405,558538,CCN1CCN(CC1)C2=C(C=C(C=C2)[N+](=O)[O-])S(=O)(=O)N3CCOCC3,Inactive,29,,,35.5,5.20909
1412,17433926,2166417,C1=CC(=CC=C1C(=O)COC(=O)CNC(=O)CNC(=O)C2=CC=C(C=C2)Br)[N+](=O)[O-],Inactive,29,,,35.48,3.28954
1413,17412161,882421,C1=CC(=CN=C1)CNC(=O)/C=C/C2=CC=C(C=C2)[N+](=O)[O-],Inactive,29,,,35.46,6.46962
1414,24779170,135478103,CSC1=N/C(=C/C2=CC=C(C=C2)N3C=NC=N3)/C(=O)N1,Inactive,29,,,35.44,3.60802
1415,24782860,1622995,C=CCON1C2=CC=CC=C2[N+](=C(C1=O)C3=CC=CC=C3)[O-],Inactive,29,,,35.42,4.02913
1416,49672567,2567430,C1=CC(=CC=C1C2=NN=CO2)OC3=C(C=C(C=C3)[N+](=O)[O-])C#N,Inactive,29,,,35.41,3.48744
1417,14743275,2011082,CC1=CC(=CC=C1)NC(=O)NC2=CC(=CC=C2)OC3=C(C(=C(C(=C3F)F)F)F)F,Inactive,29,,,35.39,2.9237
1418,14730079,135476809,CCOC(=O)CSC1=N/C(=C/C2=CC=C(C=C2)N3C=NC=N3)/C(=O)N1,Inactive,29,,,35.35,2.91132
1419,49675029,5154762,CN(C)C(CNC(=O)C1=CC2=CC=CC=C2OC1=O)C3=CC=CC=C3,Inactive,29,,,35.31,2.2362
1420,26724618,3237639,C1CN(CCN1C(=O)CCS(=O)(=O)C2=CC=CC3=NSN=C32)C(=O)C4=CC=CO4,Inactive,29,,,35.27,1.79649
1421,24825077,2114665,C1CSC(=N1)NC(=O)CSC2=CC=CC3=C2C(=CC=C3)Cl,Inactive,29,,,35.26,4.85418
1422,4250488,3244290,COC(=O)C1(CC1)S(=O)(=O)C2=CC=CC3=NSN=C32,Inactive,29,,,35.23,4.33658
1423,4245649,3240096,CC1=NC(=CC=C1)NC(=O)C2CCCN(C2)S(=O)(=O)C3=CC=CC4=NSN=C43,Inactive,29,,,35.2,4.3198
1424,26660945,4274443,C1=CC2=NN=C(N2C=C1)SCC(=O)NNC(=O)C3=CC=C(C=C3)[N+](=O)[O-],Inactive,29,,,35.19,2.92922
1425,14734393,804374,C1CCCN(CC1)C(=O)NC2=CC3=NSN=C3C=C2,Inactive,29,,,35.18,7.9528
1426,865279,666533,C1CCC2=C(C1)N(C(=C[N+]2=O)C3=CC4=CC=CC=C4O3)[O-],Inactive,29,,,35.18,5.88066
1427,17516820,16237047,C[N+]1=CC=CC=C1C\2CCCC/C2=N\NC3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-].[I-],Inactive,29,,,35.16,6.71016
1428,14725184,1823388,C1CCN(CC1)C(=S)C2=CC=CC=C2OC(=O)C3=CC(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-],Inactive,29,,,35.16,5.57773
1429,14735133,1025945,COC1=CC=CC(=C1)C(=O)NC2=CC=CC(=C2)C3=NN=C(O3)C4=CC=CO4,Inactive,29,,,35.11,2.55832
1430,858903,660207,CCON1C2=CC=CC=C2[N+](=C(C1=O)C3=CC=C(C=C3)OC)[O-],Inactive,29,,,35.08,4.96477
1431,24817763,93107,CCN(CC)C1=CC=C(C=C1)N=NC2=NC=NN2,Inactive,29,,,35.05,8.30537
1432,26669083,646223,C1CCC(C1)NC(=O)C2=CC3=C(N=C4C=CC=CN4C3=O)N(C2=N)CCN5CCOCC5,Inactive,29,,,35.01,2.20791
1433,24813479,16194036,C1=CC2=NSN=C2C(=C1)S(=O)(=O)NCCC(=O)NCC3=CC=CO3,Inactive,29,,,35.01,8.5053
1434,22413549,824718,CCOC(=O)C1=C(C=C(C=C1)[N+](=O)[O-])NC(=O)C,Inactive,29,,,35,5.0131
1435,14726395,712609,COC1=CC2=C(C=C1)OC(=O)C(=C2)C(=O)NCC3=CN=CC=C3,Inactive,29,,,34.99,3.5121
1436,17516570,2467708,CN(C1=CC=CC=C1)C(=O)CSC2=NN=C(O2)C3=NNC4=CC=CC=C43,Inactive,29,,,34.99,3.92837
1437,24808114,740225,C1=CC=C(C=C1)N2C=C(C(=N2)C3=CC4=CC=CC=C4O3)CO,Inactive,29,,,34.92,6.93665
1438,14734933,5362703,CC1CCC/C(=N/NC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])/C1,Inactive,29,,,34.92,4.6098
1439,24809954,2883680,C1CCC(CC1)NC(=O)C2CC(=O)N(C2)C3=CC(=CC=C3)[N+](=O)[O-],Inactive,29,,,34.91,2.72346
1440,4246335,3240696,CN1CCN(CC1)C(=O)C2=CC3=C(S2)N=C4C=CC(=CC4=C3)OC,Inactive,29,,,34.91,2.01348
1441,17432757,897164,CCN1C=C(C(=N1)C)CN(C)C(=O)/C=C/C2=CC=C(C=C2)[N+](=O)[O-],Inactive,29,,,34.89,4.13768
1442,24802910,256343,C1=CC(=CC(=C1)[N+](=O)[O-])C2=NN=C(S2)N,Inactive,29,,,34.77,3.42603
1443,14745760,2354941,C=CCNC1=C(C(=C(S1)C(=O)C2=CC=CC=C2)N)C3=NC4=CC=CC=C4S3,Inactive,29,,,34.77,4.83663
1444,24813813,16194153,CC1=C(C(=O)NN1)C(C2=CC(=C(C(=C2)OC)O)[N+](=O)[O-])C3=C(NNC3=O)C,Inactive,29,,,34.75,1.83233
1445,26657424,16681733,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)/N=C\2/C(=C(C3=CC=CC=C3C2=O)[O-])N4C=C[N+](=C4)C5=CC=CC=N5,Inactive,29,,,34.65,0.86608
1446,22405939,2357665,C1OC2=C(O1)C=C(C=C2)NC(=O)COC(=O)C3=CC(=NC4=CC=CC=C43)C5=CC=NC=C5,Inactive,29,,,34.6,5.25892
1447,24786853,135431537,C1OC2=C(O1)C=C(C=C2)N=NC3=C(NNC3=O)N,Inactive,29,,,34.53,3.12122
1448,24814541,16194395,CCOC(=O)N1CCC(CC1)NC(=O)C(C2=CC=CC=C2)NS(=O)(=O)C3=CC=CC4=NSN=C43,Inactive,29,,,34.45,17.5948
1449,17386030,2500047,C1OC2=C(O1)C=C(C=C2)CNC(=O)COC3=NC=NC4=C3C=CC(=C4)[N+](=O)[O-],Inactive,29,,,34.44,7.01182
1450,17508588,3111187,CC1CC(=O)NN=C1C2=CC(=C(C=C2)N)[N+](=O)[O-],Inactive,29,,,34.44,5.02849
1451,24833816,2364754,CC1=C(C(=NO1)C)COC(=O)C2=C(C=CC(=C2)S(=O)(=O)N(C)C3=CC=CC=C3OC)Cl,Inactive,28,,,34.4,2.38211
1452,17403397,3096076,CC(C)(CO)NC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],Inactive,28,,,34.4,1.40755
1453,49731644,4353814,C1CC(OC1)CN2C(=O)C3=C(C2=O)C=C(C=C3)C(=O)NC4=CC=C(C=C4)C(=O)O,Inactive,28,,,34.38,2.74239
1454,4252429,135435182,C1=CC=C(C=C1)C2=NC3=C(N=CNC3=O)N=C2C4=CC=CC=C4,Inactive,28,,,34.37,6.62729
1455,4251623,3245284,C1=CC=C(C=C1)CCNC(=O)CCS(=O)(=O)C2=CC=CC3=NON=C32,Inactive,28,,,34.35,6.85421
1456,14726747,688763,CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)O2)C(=O)C,Inactive,28,,,34.34,9.0396
1457,24828787,6906569,CC(=O)N/N=C/C1=CC2=C(C=C1[N+](=O)[O-])OCO2,Inactive,28,,,34.18,3.10501
1458,17387648,1008286,C1=CC=NC(=C1)SC2=CC(=CC(=C2)[N+](=O)[O-])NC(=O)C3=CC=C(C=C3)Cl,Inactive,28,,,34.17,3.18226
1459,4259720,1942568,COC1=CC(=C(C=C1)OC)NC2=NC(=NC(=N2)N)C3=CC4=CC=CC=C4O3,Inactive,28,,,34.17,0.351117
1460,17432954,2882046,C1=C(C=NC(=C1C#N)N(CCO)CCO)[N+](=O)[O-],Inactive,28,,,34.14,6.4972
1461,24807265,2848643,CCOC1=CC(=C(C=C1)NC2C(C(C(CO2)O)O)O)[N+](=O)[O-],Inactive,28,,,34.1,3.81466
1462,7977545,731730,CCOC(=O)COC1=CC2=C(C=C1)C=C(C(=O)O2)C(=O)OCC,Inactive,28,,,34.05,4.14513
1463,14725461,685070,C1=CC=C2C=C(C=CC2=C1)C(=O)CSC3=NC=NC4=C3NC=N4,Inactive,28,,,34.04,3.81576
1464,17401460,135452588,CC1=C(C(=NO1)C2=CC=CC=C2)C(=O)N/N=C/C3=C(C(=CC=C3)OC)O,Inactive,28,,,34.02,1.56978
1465,24830315,1547731,CC(=O)N(C(=O)C)N1C(=O)C2=C3C(=C(C=C2)N4CCOCC4)C=CC=C3C1=O,Inactive,28,,,33.98,4.26512
1466,24794483,2058650,CCOC(=O)C1=CC2=C(N=C3C=CC=CN3C2=O)N(C1=NC(=O)C4=CC=NC=C4)CCCOC,Inactive,28,,,33.9,2.05123
1467,17414667,1306756,CC1=CC=C(C=C1)C(=O)NC2=CC(=C(C=C2)Br)C(F)(F)F,Inactive,28,,,33.88,5.23294
1468,24811049,1503109,CC1=NC2=CC=CC=C2C(=C1)CNC(=O)COC3=C(C=CC(=C3)F)[N+](=O)[O-],Inactive,28,,,33.86,4.22406
1469,49723755,2939160,CCOC(=O)C1CCN(CC1)C(=O)C2CCN(CC2)C(=O)C3=CC=C(C=C3)[N+](=O)[O-],Inactive,28,,,33.81,5.03169
1470,14728845,9549904,C1CCNC2=C(C=C(C=C2F)[N+](=O)[O-])C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](C1)C(=O)N)CCC(=O)O)CC(=O)O,Inactive,28,,,33.8,6.81265
1471,17515079,4326962,C1CCN(CC1)C(=O)CN2C(=O)C3=CC=CC4=C3C(=CC=C4)C2=O,Inactive,28,,,33.79,1.96913
1472,49677235,5071487,CCNC1=C(C=C(C=C1)C(=O)OCC(=O)N2CCCC2)[N+](=O)[O-],Inactive,28,,,33.66,2.79707
1473,4244391,3238996,CN(CC(=O)NCCN1CCCCCC1)S(=O)(=O)C2=CC=CC3=NSN=C32,Inactive,28,,,33.65,8.52448
1474,85146165,44142125,C1CC2=CC=CC=C2C(C3=C1C=CC(=C3)S(=O)(=O)C(F)(F)F)O,Inactive,28,,,33.58,11.3319
1475,85146734,44142591,C1=CC2=C(C=C1C#CC3=CSC=C3)C(=O)OC(=C2)CCCO,Inactive,28,,,33.58,4.82709
1476,862533,663762,CCCCN1C(=C(C2=NC3=CC=CC=C3N=C21)C(=O)OCC4CCCO4)N,Inactive,28,,,33.56,0.986638
1477,4265474,2238454,CCC(=O)N1CCN(CC1)C2=C(C=C(C=C2)NC(=O)C3=CC4=CC=CC=C4O3)Cl,Inactive,28,,,33.5,2.43481
1478,3714443,2998802,CC1CC2=CC=CC=C2N1S(=O)(=O)C3=CC=CC(=C3)C(=O)C4=NC=CN4C,Inactive,28,,,33.5,5.06402
1479,57257112,4999791,CCOC1=CC=CC=C1NC(=O)CN2C(=O)C(NC2=O)CC3=CNC4=CC=CC=C43,Inactive,28,,,33.5,5.14354
1480,4241289,3236286,CCOC(=O)N1CCN(CC1)S(=O)(=O)C2=CC=CC3=NSN=C32,Inactive,28,,,33.3,2.12099
1481,14726373,753170,COC1=CC=CC2=C1OC(=O)C(=C2)C(=O)NCC3=CC=CC=N3,Inactive,28,,,33.28,0.996939
1482,17517370,2476996,CCC1=NC2=C(C=C(C=C2)C(=O)NC3=CC=CC(=C3)C(=O)C)N=C1CC,Inactive,28,,,33.24,2.58249
1483,24788921,3319585,CCCS(=O)(=O)N1CCN(CC1)C2=C(C=C3C(=C2)N(C(=O)N3C)C)[N+](=O)[O-],Inactive,27,,,33.23,0.816034
1484,860665,661942,C1=CC=C(C=C1)C2=NC3=NC4=CC=CC=C4N=C3N2CC5=CC=CO5,Inactive,27,,,33.22,4.91855
1485,17408398,3138569,COC1=CC=C(C=C1)OCC(=O)NNC2=C3C=CC=CC3=NC4=CC=CC=C42,Inactive,27,,,33.21,1.66115
1486,843487,135450617,CC1=C(C=C(C=C1)NC2=NC3=NON=C3NC2=O)C,Inactive,27,,,33.2,5.72676
1487,24782697,2855056,CC1=C(C(NC(=O)N1C)C2=CC3=C(C=C2[N+](=O)[O-])OCO3)C(=O)OC,Inactive,27,,,33.16,3.34636
1488,14742534,5105556,CC(C)OP(=O)(C1(C=C(C(=O)C2=CC=CC=C21)Br)NS(=O)(=O)C3=CC=CC=C3)OC(C)C,Inactive,27,,,33.15,4.15304
1489,858394,659722,COC1=CC2=C(C=C1)N(C(=O)C(=[N+]2[O-])C(=O)OC)O,Inactive,27,,,33.1,1.4602
1490,24813931,3518098,CC1=C(C(=CC=C1)C)NC(=S)N(CCOC)C(C)C2=CC=CS2,Inactive,27,,,33.03,7.45193
1491,842154,644410,COC1=CC=C(C=C1)OCC(=O)NC2=CC=CC3=C2N=CC=C3,Inactive,27,,,32.98,6.14869
1492,24808458,1092467,C1=CC(=CC(=C1)Cl)NC2=NC(=CS2)C3=CC=NC=C3,Inactive,27,,,32.98,3.99531
1493,47204439,23724416,C[N+]1=CC=C(C=C1)/C=C/C2=CN(C3=CC=CC=C32)CC=C.[I-],Inactive,27,,,32.93,3.03985
1494,858766,660071,COC1=CC=C(C=C1)C2=[N+](C3=CC=CC=C3N(C2=O)OCC=C)[O-],Inactive,27,,,32.9,6.01786
1495,17433507,2947673,CCOCC(=O)N1CCN(CC1)C2=CC=C(C=C2)[N+](=O)[O-],Inactive,27,,,32.87,5.53109
1496,14729667,135444406,CC1(CC(=C(C(=O)C1)N=NC2=CC=C(C=C2)OC)O)C,Inactive,27,,,32.79,3.10844
1497,14743263,6224722,CN1CCN(CC1)CN2C=C(C3=CC=CC=C32)/C=C/C(=O)C4=CC=C(C=C4)OC,Inactive,27,,,32.74,4.7032
1498,56318445,24980338,C1CC2CC(CC(C1)C2=O)C(=O)OCC(=O)NC3=C(C=C(C=C3)[N+](=O)[O-])C#N,Inactive,27,,,32.73,5.13623
1499,49825118,4966198,CC1=CC2=C(C(=C(C(=O)O2)C)C)C(=C1)OCC(=O)NCCC3=CNC4=CC=CC=C43,Inactive,27,,,32.69,1.79214
1500,14733909,9550546,CC(=O)C1=CC(=CC=C1)NC(=O)CCS(=O)(=O)C2=CC=CC3=NSN=C32,Inactive,27,,,32.66,7.67029
1501,24788000,3265549,C1=CC=C(C=C1)CNC(=O)CCC(=O)NNC(=O)C2=CC=C(C=C2)[N+](=O)[O-],Inactive,27,,,32.66,0.261591
1502,47194110,837410,C[N+]1=CC=C(C=C1)C(=O)NC2=CC=CC=C2C(=O)OC,Inactive,27,,,32.62,2.69071
1503,17385679,1217129,CC1=C(C=C(C=C1)C(=O)OC2=CC=CC(=C2)NC(=O)C3=CC=CS3)S(=O)(=O)N4CCOCC4,Inactive,27,,,32.43,2.65558
1504,24798080,2171457,CN1C(=O)/C(=C\C2=C(C(=CC=C2)OC)OCC3=CC=C(C=C3)C(=O)O)/SC1=O,Inactive,27,,,32.43,5.48784
1505,85271222,2468342,CCC1=C(C=C(S1)C(=O)NC2=NC(=CS2)C3=CC=CC=N3)C,Inactive,27,,,32.42,2.39014
1506,24807284,3157647,COCCNC(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CO3)C4=CC=CO4,Inactive,27,,,32.36,1.7837
1507,26661883,739245,C1=CC=C2C(=C1)C(=O)C=C(C2=O)NC3=CC=C(C=C3)O,Inactive,27,,,32.36,6.9277
1508,24781750,1506394,CCS(=O)(=O)C1=CC(=C(C=C1)SC2=NN=CN2C)[N+](=O)[O-],Inactive,27,,,32.34,1.91013
1509,14729418,5908775,C\1CN2C(=NC3=CC=CC=C3C2=O)/C1=C/N4CCN(CC4)C5=CC=C(C=C5)[N+](=O)[O-],Inactive,27,,,32.31,9.32689
1510,24806604,5728359,C1=CC=C2C(=C1)C3=C(N2)C=C(C(=[N+]3C4=CC=C(C=C4)[N+](=O)[O-])N)C#N.[Cl-],Inactive,27,,,32.27,3.29598
1511,49827868,703136,CN1CNC(=NC1)NS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-],Inactive,27,,,32.23,4.2611
1512,848462,650903,COC1=C(C=C(C=C1)C2=NC3=C(C=NN3C(=C2)C(F)(F)F)C(=O)O)OC,Inactive,27,,,32.18,2.75962
1513,24780565,2843300,COC1=CC(=C(C=C1)NC(=O)C2=CN=CC=C2)[N+](=O)[O-],Inactive,27,,,32.07,7.25508
1514,24840874,661575,C1=CC=C(C=C1)CNC(=O)C2=CC3=C(N=C4C=CC=CN4C3=O)N(C2=N)CC5=CC=CO5,Inactive,26,,,32.03,1.6152
1515,4257214,589495,CC1=C2C(=O)C=CN=C2C3=NONC3=N1,Inactive,26,,,31.97,3.45708
1516,24819119,3722651,C1=CC(=C(N=C1)NCC(=O)O)[N+](=O)[O-],Inactive,26,,,31.97,5.51581
1517,17504303,3774420,CC1=CC=C(C=C1)NCCC2=C(C=C(C=C2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],Inactive,26,,,31.93,7.49239
1518,22401110,2082496,C1CN(CCN1CC(=O)NC2=C(C=CC(=C2)[N+](=O)[O-])Cl)C3=CC=C(C=C3)O,Inactive,26,,,31.92,2.5393
1519,4245294,3239782,CCOC1=CC=C(C=C1)NC(=O)CCS(=O)(=O)C2=CC=CC3=NSN=C32,Inactive,26,,,31.91,4.5467
1520,22414270,9542901,C1COCCOCCOC2=C(C=CC(=C2)C3=CN=C(C(=N3)C#N)C#N)OCCOCCO1,Inactive,26,,,31.86,5.90361
1521,16952768,2331540,CC1=CC(=C[N+](=C1)C2=NC3=CC=CC=C3N=C2C(=C=[N-])C#N)C,Inactive,26,,,31.86,5.14919
1522,24814321,16194295,C1COCCN1CCCN(CC2=CC=CS2)S(=O)(=O)C3=CC=C(C=C3)[N+](=O)[O-].C(=O)(C(=O)O)O,Inactive,26,,,31.85,2.58649
1523,863694,664947,CC(=O)C1=[N+](C2=C(C=CC(=C2)OC)N=C1COC(=O)C3=CC=CO3)[O-],Inactive,26,,,31.83,6.42393
1524,17432237,790409,CC1=C(C=C(C=C1)NC(=O)C2=CC=NC=C2)[N+](=O)[O-],Inactive,26,,,31.81,7.88184
