PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Inhibition at 6.6 uM,Standard Deviation
RESULT_TYPE,,,,,,,,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Normalized percent inhibition of the screen at a compound concentration of 6.6 micromolar.,Standard deviation derived from the normalized percent activation of the triplicate data for each compound.
RESULT_UNIT,,,,,,,,PERCENT,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,6.6,
389,17510051,2880652,C1=CC=C2C(=C1)N=C(S2)C3=CC(=CC=C3)NC(=O)C4=CC=CS4,Active,65,,,78.32,3.37631
390,22408320,2424622,CC1=CC2=C(C=C1)N=C(N2)SCC(=O)C3=C(NC4=CC=CC=C43)C,Active,65,,,78.27,0.864347
391,24786021,684794,COC1=CC=CC(=C1)NC(=O)C2=CC=C(O2)C(=O)C3=CC=CC=C3,Active,65,,,78.26,6.77689
392,24795976,2263667,CC1=CC(=CC=C1)NC(=O)/C(=C\C2=CN(C3=CC=CC=C32)CC(=O)O)/C#N,Active,65,,,78.16,5.27289
393,49715682,22429402,CSC1=CC=CC(=C1)NC(=O)C2CCCN(C2)S(=O)(=O)C3=CC=CS3,Active,65,,,78.15,0.112614
394,4258244,974197,CCNC1=C(N=C(O1)C2=CC=CC3=CC=CC=C32)C#N,Active,65,,,78.07,5.67458
395,47197322,6456617,COC1=C(C=C(C=C1)C(=O)NC2=NC3=CC=CC=C3C=C2)OC,Active,65,,,77.98,5.07606
396,49673460,16338637,CC(C1=CC2=CC=CC=C2C=C1)NC(=O)COC3=CC=CC(=C3)NC(=O)C,Active,65,,,77.92,2.23182
397,85268598,1487038,C1C[C@H](N(C1)S(=O)(=O)C2=CC=C(C=C2)Cl)C(=O)NC3=CC=CC=C3,Active,65,,,77.87,0.452617
398,17512515,4229681,C1=CC(=CC(=C1)Cl)NC(=O)C2=CC(=C(C=C2)F)S(=O)(=O)NCC3=CC=CS3,Active,65,,,77.78,1.33151
399,14733529,2194184,CCN1C(=NN=C1SCC(=O)NC2=C(C3=C(S2)CCCC3)C#N)C4=CC=CO4,Active,65,,,77.77,3.2036
400,47193420,16738608,C1=CC=C2C(=C1)C=CC=C2S(=O)(=O)NC3=C(C=CC4=CC=CC=C43)O,Active,65,,,77.74,5.50319
401,85146446,44142324,C1=CC=C2C(=C1)C(=O)C3=C(O2)C=C(C=C3)C4=CC5=C(C=C4)C=CN5,Active,65,,,77.7,6.85134
402,49816230,2286858,CC1=CC(=CC=C1)CSCCNC(=O)CN(C2=CC=CC=C2OC)S(=O)(=O)C3=CC=CC=C3,Active,65,,,77.68,7.96008
403,24801591,5392003,CCC1=CC2=C(C=C1O)OC=C(C2=O)C3=NC(=CS3)C,Active,65,,,77.64,1.92503
404,49643454,3139336,CC1(CC(CC(N1)(C)C)NC(=O)C2=CC(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])C,Active,65,,,77.6,1.84723
405,845319,647663,CN1C2=NC=NC(=C2C=N1)NC3=CC4=CC=CC=C4C=C3,Active,65,,,77.58,1.15162
406,49817563,24686042,CC1=C(C=CC(=C1)OCCCC(=O)OC(C)C(=O)NC2=CC=C(C=C2)NC(=O)C)Cl,Active,65,,,77.58,4.85373
407,24783810,16188258,C1=CC=[N+](C=C1)C\2=C(C3=CC=CC=C3C(=O)/C2=N\S(=O)(=O)C4=CC=CS4)[O-],Active,65,,,77.52,9.76064
408,17401146,4650172,CC1=C(N(C2=C1C=C(C=C2)C(=O)NC3=CC=CC4=CC=CC=C43)C)C,Active,65,,,77.4,12.812
409,26663875,4678554,C1=CC=C2C(=C1)C(=C(C(=O)C2=O)CCCCl)O,Active,65,,,77.37,11.2639
410,22410641,2564609,C1=CC(=CC(=C1)S(=O)(=O)NCC2=CN=CC=C2)C(=O)NC3=CC(=C(C=C3)Cl)Cl,Active,65,,,77.31,7.20818
411,49730374,2275984,CCOC1=CC=CC=C1N(CC(=O)NCCSC2=CC=CC=N2)S(=O)(=O)C3=CC=CC=C3,Active,65,,,77.28,5.01817
412,24781287,1506742,CC1=C(C(=O)N(N=C1C(=O)N2CCCCC2)C3=CC=C(C=C3)OC)C#N,Active,65,,,77.26,4.53449
413,49733432,24793385,CC(C)(C)OC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=C(NC=N2)C(=O)N(C)CC3=CC=CC=C3,Active,65,,,77.22,0.683802
414,49820283,6886115,CN(CC1=C(N=NN1C2=NON=C2N)C(=O)N/N=C/C3=CC(=CC=C3)F)C4=CC=CC=C4,Active,64,,,77.15,1.19443
415,842659,644930,CC1=C(C=CO1)C2=NN=C(N2C(C)C3=CC=CC=C3)SCC(=O)NCCC4=CC=CC=C4,Active,64,,,77.12,2.07367
416,26663347,5178097,CC1CC(CN(C1)C(=S)SCC2=NC(=NC(=N2)NC3=CC=CC=C3)N)C,Active,64,,,76.94,3.55549
417,4246588,3240913,COC1=CC(=C(C=C1)OC)NC(=O)CSCC2=C(N(N=C2)C3=CC=CC=C3)N4C=CC=C4,Active,64,,,76.93,3.92551
418,22408445,2527102,COC1=CC2=C(C=C1)N=C(S2)NC(=O)C3=C(N=CC=C3)SC,Active,64,,,76.93,3.72899
419,56463403,16656499,CC1=CC=C(C=C1)S(=O)(=O)N2[C@@H](CC=C([C@@H]2C3=CC(=CC=C3)Cl)C(=O)O)C4=CC=C(C=C4)C(C)C,Active,64,,,76.78,5.12999
420,845749,648111,CC1C(=O)N(C2=CC=CC=C2O1)CC(=O)N(CC3=C(C=C(C=C3)OC)OC)C4CCCC4,Active,64,,,76.69,2.75182
421,24812541,16193698,COCCCNC(=O)/C=C\1/C(=O)N(C2=CC=CC=C2S1)CC3=CC=CC=C3F,Active,64,,,76.59,2.53704
422,24807778,1092464,C1=CC=C(C(=C1)NC2=NC(=CS2)C3=CN=CC=C3)Cl,Active,64,,,76.56,2.22069
423,7974141,780497,CC1=C(C(=NN1C)C)N=CC2=C(C=CC3=CC=CC=C32)O,Active,64,,,76.52,4.95982
424,51088020,24892273,C[N+]1=CC=C(C2=CC=CC=C21)C3=CC=CC=C3.[O-]Cl(=O)(=O)=O,Active,64,,,76.48,6.65385
425,4264809,2231564,C=CCN1C(=NN=C1SCC(=O)NC2=NC3=CC=CC=C3S2)C4=CC=CC=C4O,Active,64,,,76.11,2.32771
426,74373450,53312881,CCN1C(=O)[C@H]2[C@@H](C1=O)[C@@]3(CCCCN3[C@@H]2C4=CC(=C(C=C4)SCC)OC)C(=O)OC.C(=O)(C(F)(F)F)O,Active,64,,,76,2.15541
427,22401595,2087168,CC1=C(N=C(S1)NC(=O)CN2C(=O)C3=CC=CC=C3C(=O)N2)C4=CC=CC=C4,Active,63,,,75.94,3.2496
428,17514808,12005900,CC1=CC=C(C=C1)S(=O)(=O)N(CCCO)CC(CON=C2C3=CC=CC=C3C4=CC=CC=C42)O,Active,63,,,75.94,5.90876
429,17415209,1184720,CC1=CC=C(C=C1)C2=CC=C(C=C2)OCC(=O)NCCC3=CC(=C(C=C3)OC)OC,Active,63,,,75.87,0.847528
430,17512517,3344693,C1OC2=C(O1)C=C(C=C2)CNS(=O)(=O)C3=C(C=CC(=C3)C(=O)NC4=CC(=CC=C4)Cl)F,Active,63,,,75.78,5.87097
431,7970708,3238428,CCSC1=NN=C(S1)NC(=O)CSC2=NC3=C(C(=O)N2C4=CC=CC=C4OC)SCC3,Active,63,,,75.77,5.16488
432,87345519,44601856,CC[C@@]12[C@H](C[C@@H](C(=O)N1CCC3=C2NC4=C3C=CC(=C4)C5=CC=CO5)CC(=O)NC/C=C(\C)/CCC=C(C)C)C(=O)N6CCN(CC6)C(=O)C7=CC=CO7,Active,63,,,75.74,7.90869
433,57264520,2082890,CC1=C(OC2=C1C=C(C=C2)Br)C(=O)NC3=CC4=C(C=C3)OCCO4,Active,63,,,75.74,6.08265
434,49643935,135466641,COC1=CC=C(C=C1)NC(=O)C\2=CC3=C(C=C(C=C3)O)O/C2=N\O,Active,63,,,75.71,1.12493
435,50085465,1393800,CC(C)N1C2=CC=CC=C2C(=C1O)N=NC(=O)CNC(=O)C3=CC=CC=C3OC,Active,63,,,75.68,5.0952
436,17515708,3274011,C1=CC=C(C=C1)C2=NN=C(O2)NC(=O)C3=CC(=NC4=CC=CC=C43)C5=CC=CS5,Active,63,,,75.62,3.65591
437,24814330,3641950,COC1=CC2=C(C=C1)OC(=NC3=C(C=CC(=C3)F)F)C(=C2)C(=O)N,Active,63,,,75.49,7.27716
438,85201096,44202181,C1=CC(=CC2=C1C=CN2)C3=CC4=C(C=C3)OC(=CC4=O)C5=CSC=C5,Active,63,,,75.32,3.59989
439,49646441,24747506,CCCCNC(=O)[C@@H]1CC=C[C@H]2[C@@H]1C(=O)N(CC2)CC3=CC(=C(C=C3)Cl)Cl,Active,63,,,75.29,4.2139
440,47199125,835394,COC1=CC(=CC(=C1)C(=O)NC2=CC=CC3=C2N=CC=C3)OC,Active,63,,,75.22,9.11455
441,56321355,24981565,CC1=CC=C(C=C1)NC(=O)CSC(C)C(=O)OC(C)C(=O)NC2=CC=C(C=C2)NC(=O)C,Active,63,,,75.08,4.16781
