PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,ConfValue1,DMSOMean1,DMSOStddev1,EC80Mean1,EC80Stddev1,ECMAXMean1,ECMAXStddev1,Zprime_DMSO_EC80_1,Zprime_DMSO_ECMAX_1,ConfValue2,DMSOMean2,DMSOStddev2,EC80Mean2,EC80Stddev2,ECMAXMean2,ECMAXStddev2,Zprime_DMSO_EC80_2,Zprime_DMSO_ECMAX_2
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,minimum fluorescence intensity value subtracted from the maximum fluorescence intensity value for sample 1 of test compound,Mean of the DMSO (vehicle) control for sample 1 calculated on a per plate basis,Standard deviation of the DMSO (vehicle) control for sample 1 calculated on a per plate basis,Mean of the EC80 acetylcholine control for sample 1 calculated on a per plate basis,Standard deviation of the EC80 acetylcholine control for sample 1 calculated on a per plate basis,Mean of the ECMax acetylcholine control for sample 1 calculated on a per plate basis,Standard deviation of the ECMax acetylcholine control for sample 1 calculated on a per plate basis,Zprime for sample 1 calculated as 1-[3* (EC80Stddev1 + DMSOStddev1) / (EC80Mean1 - DMSOMean1)],Zprime for sample 1 calculated as 1-[3* (ECMAXStddev1 + DMSOStddev1) / (ECMAXMean1 + DMSOMean1)],minimum fluorescence intensity value subtracted from the maximum fluorescence intensity value for sample 2 of test compound,Mean of the DMSO (vehicle) control for sample 2 calculated on a per plate basis,Standard deviation of the DMSO (vehicle) control for sample 2 calculated on a per plate basis,Mean of the EC80 acetylcholine control for sample 2 calculated on a per plate basis,Standard deviation of the EC80 acetylcholine control for sample 2 calculated on a per plate basis,Mean of the ECMax acetylcholine control for sample 2 calculated on a per plate basis,Standard deviation of the ECMax acetylcholine control for sample 2 calculated on a per plate basis,Zprime for sample 2 calculated as 1-[3* (EC80Stddev2 + DMSOStddev2) / (EC80Mean2 + DMSOMean2)],Zprime for sample 2 calculated as 1-[3* (ECMAXStddev2 + DMSOStddev2) / (ECMAXMean2 - DMSOMean2)]
RESULT_UNIT,,,,,,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
1324,4265342,826934,CC(C)(C)C1=NC=CC(=C1)C(=O)NCC2=CC=CC=C2,Inactive,0,,,746,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,611.572,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1325,4265348,2208854,CCCCN1C(=NNC1=S)CC2=CC=CC=C2,Active,100,,,37,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,68.938,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1326,4265355,2203235,CC1=CC=C(C=C1)S(=O)(=O)N(C)CC2=NC(=NO2)C3=CC=C(C=C3)OC,Inactive,0,,,462.122,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,577.796,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1327,4265551,783033,CCCN(CCO)CC1=CC(=CC=C1)Cl,Inactive,0,,,842.204,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,587.571,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1328,4265562,2944395,COCCNS(=O)(=O)C1=CC=C(C=C1)SC,Inactive,0,,,642.265,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,577.061,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1329,4265666,2234341,C1CN(CCN1C2=CC=CC=C2)C(=O)CCSC3=NC(=CC(=N3)C(F)(F)F)C4=CC=CO4,Inactive,0,,,751.306,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,584.082,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1330,4265703,973175,C1COCCN1C(=O)CN2N=C(N=N2)C3=CC(=CC=C3)C(F)(F)F,Inactive,0,,,723.775,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,598.02,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1331,4265721,2952392,C1COCCN1C(=O)CC(C2=CC=CC=C2)C3=C(C=CC(=C3)Cl)O,Inactive,0,,,538.306,16.282,5.14447,528.316,37.3611,799.866,42.1915,0.751,0.819,415.919,21.4802,7.51071,397.334,63.0561,611.237,32.0087,0.437,0.799
1332,4265765,2945912,CC1CCC2=C(C1)SC(=N2)NC(=O)CN3CCOCC3,Inactive,0,,,748.122,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,583.062,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1333,4265880,973782,C1CCN(CC1)C(=O)OC2=CC=C(C=C2)OC(=O)C3=CC=CC=C3,Active,100,,,148.837,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,326.123,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1334,4265925,1226677,CC1=CC(=CC(=C1Cl)C)OCC(=O)NC2=CC=C(C=C2)S(=O)(=O)N3CCN(CC3)C,Active,100,,,319.47,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,434.816,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1335,7964569,3545526,CCN1C=C(C2=CC=CC=C21)C3=NC(CO3)C(C)C,Active,100,,,341.857,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,482.02,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1336,7964597,5307115,CCOC1=CC=C(C=C1)C2=NOC(=N2)CCC(=O)O,Inactive,0,,,658.938,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,616.266,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1337,7964674,5307163,CC1CCCCN1CCCNC(=O)C2CCN(CC2)C3=NC4=CC=CC=C4O3,Active,100,,,94.326,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,39.225,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1338,7964754,4183437,CC1=NC2=C(C(=NN2C(=C1)N3CCCCCC3)C)C4=CC=CC=C4OC,Inactive,0,,,607.572,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,639.694,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1339,7964778,5307223,CCOC(=O)C1=CC=CC=C1NC2C3=CC=CC=C3C(=O)N2C4CCN(CC4)C(=O)OCC,Active,100,,,321.53,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,446.571,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1340,7964780,5307224,C1CN(CCC1C(=O)NC2CCN(CC2)CC3=CC=CC=C3)C4=NN=C(S4)N5C=CC=C5,Active,100,,,321.02,16.282,5.14447,528.316,37.3611,799.866,42.1915,0.751,0.819,235.755,21.4802,7.51071,397.334,63.0561,611.237,32.0087,0.437,0.799
1341,7964818,4117900,C1CN(CCN1CCC#N)S(=O)(=O)C2=CC=C(C=C2)S(=O)(=O)NCC3=CC=CC=C3,Inactive,0,,,679.673,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,666.796,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1342,7964824,5307251,CCCCN(C)C(=O)C1=CC2=C(C=C1)S(=O)(=O)C3=CC=CC=C3C(=O)N2CC,Active,100,,,277.123,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,362.306,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1343,7964828,715594,CC1=CC(=C(C=C1)C(C)C)OCC2=NC(=NO2)C3=NON=C3N,Inactive,0,,,554.245,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,577.979,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1344,7964840,954417,CCOC1=CC=CC=C1N2CC3=C(C2)C=C(C(=C3)C)C,Inactive,0,,,752.408,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,557.633,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1345,7964847,5307266,CCN1CCN(CC1)CC2=CC=C(C=C2)NC(=O)NC3=CC=CC=C3Cl,Inactive,0,,,524.326,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,528.47,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1346,7964864,5307277,CC1CCCC(N1CCCNC(=O)C2=CC3=C(N2C)C4=CC=CC=C4N(C3=O)C)C,Inactive,0,,,495.306,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,477.837,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1347,7964874,3830600,CC1=CC=CC=C1OCC(CN2C3=C(N=C2NCCCOC)N(C(=O)NC3=O)C)O,Inactive,0,,,632.265,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,555.346,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1348,7964916,5307300,CN1C2=CC=CC=C2C3=C(C1=O)C=C(N3C)C(=O)NCCCN4CCCCCC4,Active,100,,,474.734,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782,547.082,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822
1349,7964957,5307327,CCN(CC)CCCNC(=O)C1=CC2=C(S1)N(N=C2C3=CC=C(C=C3)Cl)C,Inactive,0,,,381.184,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,456.51,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1350,7964961,3436636,CC1=CC=C(C=C1)N2C(C3=C(NN=C3C2=O)C)C4=CC=C(C=C4)C(=O)OC,Active,100,,,436.755,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,463.02,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1351,7964981,5307341,CC1=CC(=NC2=C1C=CC(=C2)O)N3CCC(CC3)N(C)C4CCCC4,Active,100,,,529.082,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782,628.816,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822
1352,7964996,5307352,C1CCN(C1)CCNC(=O)C2=CC3=C(C=C2)S(=O)C4=CC=CC=C4C(=O)N3CC5=CC=C(C=C5)F,Inactive,0,,,491.531,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,519.326,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1353,7965010,5307365,CN1CCN(CC1)C2=CC=CC=C2NC(=O)CC3=CN(C4=CC=CC=C43)C,Active,100,,,487.693,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782,556.694,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822
1354,7965089,5307409,CC1CCN(CC1)CCCNC(=O)C2=CC3=C(O2)C4=CC=CC=C4N=C3C,Active,100,,,521.939,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,473.307,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1355,7965124,5307436,C1CCCN(CC1)CCNC(=O)C2=CC=C(O2)CS(=O)(=O)C3=CC=C(C=C3)Br,Active,100,,,398.796,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,542.123,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1356,7965145,5307448,CCN1CCN(CC1)CCCNC(=O)C2=CC3=C(N2CC)C=CS3,Inactive,0,,,607.204,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,614.694,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1357,7965159,5307457,CC1=CC=CC=C1C2=NC(=C(O2)C)CS(=O)(=O)CC(=O)NCCCOC,Inactive,0,,,664.857,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,664.428,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1358,7965253,6603289,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=CC=C4.Cl,Active,100,,,172.082,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,289.694,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1359,7965316,5307552,C1CC(CN(C1)C2=NN=C(S2)N3C=CC=C3)C(=O)NC4CCN(CC4)CC5=CC=CC=C5,Active,100,,,46.612,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,473.204,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1360,7965378,4179698,CC1=NC2=C(C(=NN2C(=C1)NCCN3CCCC3)C)C4=CC=CC=C4OC,Inactive,0,,,477.817,16.282,5.14447,528.316,37.3611,799.866,42.1915,0.751,0.819,442.408,21.4802,7.51071,397.334,63.0561,611.237,32.0087,0.437,0.799
1361,7965432,5307619,CC1=NOC(=C1S(=O)(=O)N2CCCC(C2)C(=O)NC3CCCCC3)/C=C/N(C)C,Inactive,0,,,531.734,16.282,5.14447,528.316,37.3611,799.866,42.1915,0.751,0.819,421.347,21.4802,7.51071,397.334,63.0561,611.237,32.0087,0.437,0.799
1362,7965447,5307625,CCN(C1CCCCC1)S(=O)(=O)C2=CC=C(C=C2)S(=O)(=O)N3CCN(CC3)CCC#N,Active,100,,,390.796,16.282,5.14447,528.316,37.3611,799.866,42.1915,0.751,0.819,263.817,21.4802,7.51071,397.334,63.0561,611.237,32.0087,0.437,0.799
1363,7965461,5307632,CCCCN(CC)CCNC(=O)C1=CC2=C(N1C)C3=CC=CC=C3N(C2=O)C,Active,100,,,377.347,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,445.858,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1364,7965481,135515066,CC1=C(C(N2C(=NC(=N2)C3=CC=C(C=C3)OC)N1)C4=CC=CC=C4Cl)C(=O)N,Inactive,0,,,674.858,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,576.429,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1365,7965484,5307648,CCC(C)N(CCNC(=O)CC1C(=O)NC2=CC=CC=C2O1)C3CCCCC3,Active,100,,,41.653,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,80.735,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1366,7965525,4173143,CC1=CC=C(C=C1)C(C(=O)NC2CCCC2)N3CCCCC3,Active,100,,,483.633,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845,452.449,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803
1367,7965583,135404088,CC1=CC(=NO1)NC(=O)CSC2=NN=C(C(=O)N2)C,Inactive,0,,,697.326,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,654.612,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1368,7965655,5307746,CCOC(=O)N1CCN(CC1)C(=O)C2CCN(CC2)CC3=C(OC(=N3)C4=CC=CC=C4C)C,Inactive,0,,,537.102,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,538.592,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1369,7965727,1397715,COC1=CC=C(C=C1)NC2=NC(=NC(=N2)N)CN3CCC(CC3)CC4=CC=CC=C4,Active,100,,,290.164,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,348.184,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1370,7965765,5307823,CCC1=CC=CC=C1NC2C3=CC=CC=C3C(=O)N2CC4=CC=CO4,Inactive,0,,,486.123,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,430.653,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1371,7965801,1267915,CCN(CC)CC1=C(C2=CC(=C(C=C2O1)Br)O)C(=O)OCC,Inactive,0,,,691.673,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,666.612,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1372,7965845,5125410,CC1CCN(CC1)CC(COC2=CC=C(C=C2)C(=O)OC)O,Inactive,0,,,535.857,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,517.286,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1373,7965880,5307889,COC1=CC=C(C=C1)N2C(N3CCCC3C2=O)C4=CC(=C(C(=C4)OC)OC)OC,Inactive,0,,,648.877,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,640.551,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1374,7965940,5307923,CN1CCN(CC1)CCCNC(=O)C2=CC3=C(S2)C4=CC=CC=C4N(C3=O)C,Inactive,0,,,430.654,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,436.347,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1375,7966004,6603584,CCOC(=O)NC1=CC2=C(CCC3=CC=CC=C3N2C(=O)OCCN(C)C)C=C1.Cl,Active,100,,,312.796,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,274.551,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1376,7966018,5307962,CC1CCCCN1CCN2C=NC3=C(C2=O)NC4=CC=CC=C43,Active,100,,,347.062,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,363.429,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1377,7966106,5308023,C1CCN(CC1)C2=NC3=C(S2)C=C(C=C3)C(=O)N4CCN(CC4)CC5=CC6=C(C=C5)OCO6,Inactive,0,,,439.041,16.282,5.14447,528.316,37.3611,799.866,42.1915,0.751,0.819,292.552,21.4802,7.51071,397.334,63.0561,611.237,32.0087,0.437,0.799
1378,7966131,5308036,CC1=NOC(=C1)C(=O)N2CCN(CC2)C(C3=CC=CC=C3)C4=CC=CC=C4,Active,100,,,291.898,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,430.428,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1379,7966139,5308042,CCN(CCNC(=O)C1CCN(CC1)C2=NN=C(S2)N3C=CC=C3)C4=CC=CC=C4,Inactive,0,,,685.551,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,573.735,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1380,7966212,5308084,C1CN(C2=CC=CC=C21)C(=O)CN3C4=CC=CC=C4C=N3,Inactive,0,,,690.572,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,694.53,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1381,7966242,5308105,CC1=C(C(=NC2=C(C(=NN12)C)C3=CC=C(C=C3)F)C)CCC(=O)N4CCN(CC4)C5=CC=CC=N5,Active,100,,,473.673,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,549.551,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1382,7966261,5308117,CCN(CCNS(=O)(=O)C1=CC2=C(C=C1)NC(=O)S2)C3=CC=CC=C3,Inactive,0,,,603.878,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,597.51,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1383,7966272,5308126,CN1C2=C(C=C(C=C2)S(=O)(=O)N(CC=C)C3CCCCC3)OC1=O,Inactive,0,,,493.531,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,641.326,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1384,7966356,5308178,CC1=C(N=C(O1)C2=CC=C(C=C2)Cl)CN3CCCC(C3)C(=O)NCCCN4CCCC4=O,Inactive,0,,,520.285,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,499.408,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1385,7966425,5308223,CC1CCCCN1CCNC(=O)C2=CC3=C(N2C)C4=CC=CC=C4N(C3=O)C,Active,100,,,387.021,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,451.102,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1386,7966463,5308248,C1CN(CCC1C(=O)NCCCN2CCC3=CC=CC=C3C2)C4=NN=C(S4)N5C=CC=C5,Active,100,,,300.163,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,373.877,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1387,7966467,5308252,COC1=CC=CC=C1N2CCN(CC2)C(=O)CCCN3C(=O)C4=C(C=CS4)NC3=O,Inactive,0,,,632.857,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,601.388,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1388,7966471,5308254,C1CN(CCN1CC2=CC=CC=C2)C(=O)C(CC3=CC=CC=C3)N4C=CC=C4,Active,100,,,23.449,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,13,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1389,7966519,3665845,C1CC(OC1)CNC(=O)CN2C(=O)C=CC(=N2)C3=CC=C(C=C3)Cl,Inactive,0,,,617.245,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,531.877,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1390,7966589,846995,CCOC1=CC=C(C=C1)S(=O)(=O)N2C(=NC3=CC=CC=C32)C,Active,100,,,122.938,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,280.286,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1391,7966592,5223232,CCN(CC1=CC=CC=C1)C(=O)CSC2=C(C(=CC(=N2)C)C)C#N,Inactive,0,,,546.368,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,556.265,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1392,7966606,912578,CC1=CC(=CC(=C1)C2=NC(=NO2)C3=CC(=C(C=C3)OC)OC)C,Active,100,,,427.204,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,509.388,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1393,7966700,5308389,CCN1C2=C(C=CC(=C2)C(=O)N3CCN(CC3)C(=O)C4=CC=CO4)S(=O)C5=CC=CC=C5C1=O,Inactive,0,,,473.327,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,497.143,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1394,7966722,5308405,CN1C2=CC=CC=C2C3=C(C1=O)C=C(N3C)C(=O)NCCN4CCCCCC4,Active,100,,,405.082,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,453.918,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1395,7966743,4304292,C1CN(C(=N1)SCC2=CC(=CC=C2)Cl)C(=O)C3=CC=CO3,Inactive,0,,,626.204,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,577.021,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1396,7966801,845176,C1=CC=C(C=C1)N2C(=O)C=CC(=N2)OCC(=O)N,Inactive,0,,,520.796,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,607.204,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1397,7966804,5308452,COC1=CC(=CC(=C1OC)OC)C2N3CCCC3C(=O)N2C4=CC=C(C=C4)F,Inactive,0,,,656.041,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,611.327,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1398,7966847,1084014,CCOC(=O)N1CCN(CC1)C(=O)C(C)(C)OC2=CC=C(C=C2)Cl,Inactive,0,,,542.633,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,506.796,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1399,7966854,5308483,COC1=CC=C(C=C1)C2=C(N=C(N2)C3=CC(=CC=C3)OC)SCC(=O)NCC4=CC=CO4,Inactive,0,,,543.265,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,603.817,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1400,7966878,5308493,CC1=C(N=C(O1)C2=CC(=CC=C2)Cl)CN3CCCC(C3)C(=O)NC(C)C4=CC5=C(C=C4)OCCO5,Inactive,0,,,474.857,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,542.898,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1401,7966968,5308542,CC1=C(N=C(O1)C2=CC=C(C=C2)Cl)CN3CCC(CC3)C(=O)N4CCN(CC4)C5=CC=CC=N5,Inactive,0,,,445.654,16.282,5.14447,528.316,37.3611,799.866,42.1915,0.751,0.819,324.449,21.4802,7.51071,397.334,63.0561,611.237,32.0087,0.437,0.799
1402,7966971,5308544,CC1CCCCN1CCNC(=O)C2=CC3=C(O2)C4=CC=CC=C4N=C3C,Active,100,,,329.877,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,378.225,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1403,7966981,1266519,CC1=CC(=C(C(=N1)SCC(=O)NC2=CC=CC3=C2N=CC=C3)C#N)COC,Inactive,0,,,649.632,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,636.469,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1404,7966992,5308554,CCOC(=O)N1CCN(CC1)C(=O)C2CCCN(C2)CC3=C(OC(=N3)C4=CC=C(C=C4)Cl)C,Active,100,,,331.306,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,355.449,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1405,7966996,941408,C1CCN(CC1)C2=NC(=NC3=CC=CC=C32)N4CCCC4,Active,100,,,491.959,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,493.163,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1406,7967020,4997967,CC1CCCN(C1)C(C2=CC=CC=C2)C(=O)NC3=CC4=C(C=C3)OCO4,Active,100,,,464.918,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,493.755,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1407,7967043,6603294,CC1CCN(CC1)CC(C)OC(=O)C2=CC3=C(C=C2)OCCO3.Cl,Active,100,,,87.592,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,97.347,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1408,7967072,3075077,CCCCN(C1CC2CCC(C1)N2C)C(=O)C3=CC=C(C=C3)Cl.Cl,Active,100,,,398.857,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,338.877,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
