PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,ConfValue1,DMSOMean1,DMSOStddev1,EC80Mean1,EC80Stddev1,ECMAXMean1,ECMAXStddev1,Zprime_DMSO_EC80_1,Zprime_DMSO_ECMAX_1,ConfValue2,DMSOMean2,DMSOStddev2,EC80Mean2,EC80Stddev2,ECMAXMean2,ECMAXStddev2,Zprime_DMSO_EC80_2,Zprime_DMSO_ECMAX_2
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,minimum fluorescence intensity value subtracted from the maximum fluorescence intensity value for sample 1 of test compound,Mean of the DMSO (vehicle) control for sample 1 calculated on a per plate basis,Standard deviation of the DMSO (vehicle) control for sample 1 calculated on a per plate basis,Mean of the EC80 acetylcholine control for sample 1 calculated on a per plate basis,Standard deviation of the EC80 acetylcholine control for sample 1 calculated on a per plate basis,Mean of the ECMax acetylcholine control for sample 1 calculated on a per plate basis,Standard deviation of the ECMax acetylcholine control for sample 1 calculated on a per plate basis,Zprime for sample 1 calculated as 1-[3* (EC80Stddev1 + DMSOStddev1) / (EC80Mean1 - DMSOMean1)],Zprime for sample 1 calculated as 1-[3* (ECMAXStddev1 + DMSOStddev1) / (ECMAXMean1 + DMSOMean1)],minimum fluorescence intensity value subtracted from the maximum fluorescence intensity value for sample 2 of test compound,Mean of the DMSO (vehicle) control for sample 2 calculated on a per plate basis,Standard deviation of the DMSO (vehicle) control for sample 2 calculated on a per plate basis,Mean of the EC80 acetylcholine control for sample 2 calculated on a per plate basis,Standard deviation of the EC80 acetylcholine control for sample 2 calculated on a per plate basis,Mean of the ECMax acetylcholine control for sample 2 calculated on a per plate basis,Standard deviation of the ECMax acetylcholine control for sample 2 calculated on a per plate basis,Zprime for sample 2 calculated as 1-[3* (EC80Stddev2 + DMSOStddev2) / (EC80Mean2 + DMSOMean2)],Zprime for sample 2 calculated as 1-[3* (ECMAXStddev2 + DMSOStddev2) / (ECMAXMean2 - DMSOMean2)]
RESULT_UNIT,,,,,,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
1409,7967154,4108711,CC1(CCC(=O)N1CC2=CC(=CC=C2)OC)C(=O)NC3CCCCC3,Inactive,0,,,597.857,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,566.653,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1410,7967166,5308662,CN1C2=CC=CC=C2C3=C(C1=O)C=C(N3C)C(=O)NCCN4CCN(CC4)CC5=CC=CC=C5,Active,100,,,146.184,21.4802,7.51071,397.334,63.0561,611.237,32.0087,0.437,0.799,429.021,16.282,5.14447,528.316,37.3611,799.866,42.1915,0.751,0.819
1411,7967167,5308663,CC1=C(C(=NN1C)C)S(=O)(=O)N2CCCC(C2)C(=O)N3CCN(CC3)C4=CC=CC=C4,Inactive,0,,,596.449,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,637.837,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1412,7967198,1093463,CN1C2=C(C=C(C=C2)S(=O)(=O)NCC3=CC=CO3)OC1=O,Inactive,0,,,704.184,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,676.775,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1413,7967228,3162461,C1COC2=C(O1)C=C3C(=CC(=NC3=C2)C4=CC=CS4)C(=O)O,Inactive,0,,,721.327,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,649.796,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1414,7967285,5308733,CCN1CCN(CC1)C(=O)C2=C(C3=CC=CC=C3C(=O)O2)C4=CC=C(C=C4)C,Active,100,,,335.429,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,303.734,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1415,7967293,1263894,CSC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4,Inactive,0,,,418.694,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,461.959,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1416,7967300,5308739,CC1CCN(CC1)CC2=CC=C(C=C2)NC(=O)CC3C(=O)NC4=C(O3)C=CC(=C4)C,Active,100,,,14.939,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,13.938,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1417,7967353,5308775,CC(=O)C1=CC(=CC=C1)NC2C3=CC=CC=C3C(=O)N2CC4=CC5=C(C=C4)OCO5,Inactive,0,,,519.592,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,483.592,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1418,7967511,5308857,CC1=CC=CC=C1C2=NC(=C(O2)C)CS(=O)CC(=O)NCC3=CC=CC=C3OC,Inactive,0,,,629.837,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,624.98,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1419,7967514,3615460,CC(=O)C1=CC=C(C=C1)OCC(CN2C(CC(CC2(C)C)O)(C)C)O,Inactive,0,,,648.143,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,596.143,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1420,7967528,5308864,C1CN(CCN1C2=NN3C(=NN=C3C4=CC=CC=C4)C=C2)C(=O)C5=CC=C(O5)Br,Active,100,,,185.653,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,343.326,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1421,7967539,5308874,CC1=CC(=C(C=C1)C(=O)CC2(C3=C(C=CC(=C3)Br)N(C2=O)C)O)C,Inactive,0,,,678.326,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,606.49,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1422,7967562,4997638,C1CCN(CC1)C(C2=CC=CC=C2)C(=O)NC3=CC4=C(C=C3)OCO4,Active,100,,,526.388,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,475.204,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1423,7967579,5308901,CCN1CCN(CC1)C2=NC3=C(C=C(C=C3)NC(=O)C4=CC5=C(C=C4)OCO5)C(=C2)C,Active,100,,,520.142,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845,483.918,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803
1424,7967726,5308999,CN1C2=CC=CC=C2C3=C(C1=O)C=C(N3C)C(=O)NCCN(C)CC4=CC=CC=C4,Inactive,0,,,458.041,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,566.245,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1425,7967740,5309006,CCCN1CCN(CC1)CCCNC(=O)C2=CC3=C(N2C)C4=CC=CC=C4N(C3=O)C,Inactive,0,,,466.368,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,526.898,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1426,7967752,5309014,CCN1CCN(CC1)CC2=CC=C(C=C2)NC(=O)CC3C(=O)NC4=C(O3)C=CC(=C4)C,Active,100,,,285.796,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,384.612,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1427,7967835,5309061,C1CCC(CC1)N2CCN(CC2)C(=O)C3=C(C4=CC=CC=C4C(=O)O3)C5=CC=CC=C5,Active,100,,,353.816,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,344.163,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1428,7967842,5309068,COC(=O)CC1C(=O)N(C2=CC=CC=C2O1)CC3=CC=CC=C3,Inactive,0,,,727.061,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,610.734,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1429,7967889,6603292,C1=CC=C2C(=C1)N(C3=CC=CC=C3S2)C(=O)CCCN.Cl,Active,100,,,26.653,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,91.755,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1430,7967958,5309137,CC(C)CCNC(=O)CN1C2=C(C=C(C=C2)S(=O)(=O)N3CCC4=CC=CC=C43)OC1=O,Active,100,,,467.021,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,489.694,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1431,7968001,5309161,CCOC(=O)N1CCC(CC1)N2C(C3=CC=CC=C3C2=O)NC4=CC(=CC(=C4)C(=O)OC)C(=O)OC,Inactive,0,,,730.898,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,659.939,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1432,7968007,5309167,C1CC1NC(=O)CC2C(=O)NC3=CC=CC=C3O2,Inactive,0,,,569.286,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,534.428,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1433,7968041,5309189,CC1CCN(CC1)CC2=CC=C(C=C2)NC(=O)C3CCN(CC3)C4=NN=C(S4)N5C=CC=C5,Active,100,,,14.388,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,15.306,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1434,7968050,5309195,CCCNC(=O)C1=C(C(=O)OC12CCC(CC2)C)C,Inactive,0,,,625.122,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,579.857,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1435,7968167,5309260,CC1=CC2=C(C=C1)OC(=O)C3=C2N(N=C3)CC(=O)NC4=CC=CC=C4N5CCN(CC5)C,Active,100,,,136.347,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,368.245,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1436,7968215,6603588,CC1CCCC(N1CC(COC2=CC=C(C=C2)C(=O)C)O)C.Cl,Inactive,0,,,547.367,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,488.715,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1437,7968423,5309397,CCN(CC)CCNC(=O)C1=CC2=C(S1)N(N=C2C3=CC=C(C=C3)Cl)C,Inactive,0,,,416.183,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,471.347,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1438,7968509,5309445,CC1=CC2=C(C=C1)OC(C(=O)N2)CC(=O)NCCN(CC(C)C)CC(C)C,Active,100,,,269.776,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,340.551,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1439,7968666,5309533,C1CN(CCN1C2=NN=C(C=C2)N3CCOCC3)C(=O)C4=CC=C(O4)CSCC5=CC=CC=C5F,Active,100,,,519.858,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,476.224,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1440,7968675,944281,CC1=CC2=C(N=C(N=C2C=C1)NC3=NCN(CN3)CC4=CC=CO4)C,Inactive,0,,,466.551,16.282,5.14447,528.316,37.3611,799.866,42.1915,0.751,0.819,318,21.4802,7.51071,397.334,63.0561,611.237,32.0087,0.437,0.799
1441,7968753,5309583,CCOC(=O)CN1C2=C(C=C(C=C2)S(=O)(=O)N3CCC4=CC=CC=C43)OC1=O,Inactive,0,,,509.49,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,556.224,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1442,7968783,713184,CN1C(=NN=C1SCC(=O)C2=CC3=CC=CC=C3O2)C4=CC=CC=C4,Inactive,0,,,701.674,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,657.898,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1443,7968800,2937221,CC1C(C(=O)N(C1=O)C2=NC=CC=N2)CC3=CC=C(C=C3)C,Inactive,0,,,598.388,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,622.571,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1444,7968816,5309618,CCCN(CCC)CCCNC(=O)C1=CC2=C(N1C)C3=CC=CC=C3N(C2=O)C,Active,100,,,394.755,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768,488.184,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755
1445,7968849,5309635,CC1CCN(CC1)CC2=CC=C(C=C2)NC(=O)CC3C(=O)NC4=CC=CC=C4O3,Active,100,,,31.224,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,16.51,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1446,7969026,5309731,CCOC1=CC2=C(C=C1)N=C(S2)N3CCC(CC3)C(=O)N4CCN(CC4)C5=CC=CC=N5,Inactive,0,,,407.939,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,414.347,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1447,7969060,5309751,C1CCC(C1)NC(=O)CN2C3=C(C=C(C=C3)S(=O)(=O)N4CCC5=CC=CC=C54)OC2=O,Active,100,,,427.632,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782,579.245,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822
1448,7969086,5309766,CCC(C)N(CCNC(=O)CC1C(=O)NC2=C(O1)C=CC(=C2)C)C3CCCCC3,Active,100,,,21.49,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,20,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1449,7969097,4201180,C1COCCN1CCNC(=O)C2=CC3=C(C=C2)SCC(=O)N3CC4=CC=C(C=C4)F,Active,100,,,396.959,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,399.265,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1450,7969113,5309776,CCOC1=CC=CC=C1NC2C3=CC=CC=C3C(=O)N2CC4=CC=CO4,Inactive,0,,,510.755,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,550.266,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1451,7969167,5309808,CC1=CC2=C(C=C1)OC(C(=O)N2)CC(=O)NCCCN3CCN(CC3)C4=C(C=CC(=C4)Cl)C,Active,100,,,262.632,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,402.122,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1452,7969260,5309860,C1CCC(C1)N2CC(CC2=O)C(=O)NCCCN3CCC(CC3)CC4=CC=CC=C4,Active,100,,,516.796,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768,498.776,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755
1453,7969267,5309866,C1CCC(C1)N(CC2=CC=CO2)C(=O)C3=C4C=CC=CN4N=C3,Active,100,,,395.612,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,396.387,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1454,7969325,5309901,CCOC(=O)N1CCC(CC1)N2CC3=C(C2=O)C(=CC=C3)C(=O)NCC4=CC=CC=N4,Active,100,,,518.469,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768,480.551,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755
1455,7969337,5309907,COC1=CC=CC=C1S(=O)CC2=CC=C(O2)C(=O)NCCC3=CC=C(C=C3)Cl,Inactive,0,,,555.633,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,533.653,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1456,7969338,5309908,CCN1CCCC1CNC(=O)C2=CC3=C(S2)N(N=C3C4=CC=C(C=C4)Cl)C,Inactive,0,,,394.633,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,465.204,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1457,7969341,5309910,CCOC1=CC=C(C=C1)CN2C(=C(N=N2)C(=O)NCC3=CC=C(C=C3)OC)N,Inactive,0,,,641.592,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,598.612,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1458,7969355,5309922,CCOC1=CC2=C(C=C1)N=C(S2)N3CCC(CC3)C(=O)N4CCN(CC4)C5CCCCC5,Active,100,,,315.938,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,440.49,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1459,7969384,5309938,CC1CCCCN1CCNC(=O)C2=CC3=C(S2)N(N=C3C4=CC=CC=C4F)C,Active,100,,,360.266,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79,387.531,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82
1460,7969409,5309955,CC(C)(C)NC(=O)CN1C2=C(C=C(C=C2)S(=O)(=O)N3CCC4=CC=CC=C43)OC1=O,Inactive,0,,,587.408,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,587.714,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1461,7969436,5309973,C1CCCN(CC1)CCNC(=O)C2CCC(CC2)CNS(=O)(=O)C3=CC=CC4=C3N=CC=C4,Inactive,0,,,514.327,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,526.817,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1462,7969456,700047,CN1C2=C(C(=O)NC1=O)N(C(=N2)SCCN3CCCCC3)CC=C,Inactive,0,,,482.225,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,454.51,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1463,7969540,3621451,CCOC(=O)CCSCC(=O)NC1=NN=C(S1)C,Inactive,0,,,586.979,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,618.836,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1464,7969591,135515104,CCC(C(=O)OC)SC1=NC2=C(C=NN2C3=CC=CC=C3)C(=O)N1,Inactive,0,,,581.449,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,509.878,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1465,7969702,4096501,CC1CC2=C(S1)C(=O)N(C(=N2)SCC(=O)NC3=C(C=CC(=C3)Cl)OC)CCOC,Inactive,0,,,592.571,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,598.776,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1466,7969808,4180934,CC(C=C)SC1=NC2=C(N1CC3=CC=CC=C3Cl)C(=O)N(C(=O)N2C)C,Inactive,0,,,609.02,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,579.51,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
1467,7970101,4671810,CCCCCCC1C(=C(OC2=C1C(=O)CCC2)N)C#N,Active,100,,,419.061,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,449.632,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1468,7970192,135449146,CCCCSC1=NC2=C(C=NN2C3=CC=C(C=C3)F)C(=O)N1,Inactive,0,,,691.47,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,594.245,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1469,7970225,4580890,CCC1=NN=C(S1)NC(=O)C2=CC=C(C=C2)N3C(=O)CCC3=O,Inactive,0,,,783.735,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,604.041,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1470,7970252,2155537,CN1C(=O)C2=C(C3=CC=CC=C3N2)N=C1SCC(=O)N4CCCCC4,Active,100,,,370.184,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,515.429,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1471,7970259,1291335,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NC3=NN=C(S3)C(C)C,Active,100,,,403.939,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,349.204,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1472,7970461,3986120,CCCCN1C2=CC=CC=C2N=C1C(C)NC(=O)CCC,Inactive,0,,,519.693,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,590.531,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1473,7970487,2986793,CCOC1=CC=C(C=C1)CN2CCNC(=O)C2CC(=O)OC,Inactive,0,,,685.224,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,628.102,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1474,7970705,4276367,C1CN(CCN1C(C2=CC=CC=C2)C3=CC=CC=C3)C(C4=CC=CO4)C5=C(N6C(=NC=N6)S5)O,Active,100,,,433.837,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,589.653,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1475,7970770,829856,CN1C2=CC=CC=C2N=C1NC3=CC=CC=C3OC,Inactive,0,,,450.347,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,526.756,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1476,7970786,3339301,C1=CC(=CN=C1)CNC(=O)NC2(OC3=C(O2)C=C(C=C3)Cl)C(F)(F)F,Active,100,,,411.755,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,407.469,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
1477,7970823,4455188,CC1=C(C=C(C=C1)N2CC(CC2=O)C3=NC4=CC=CC=C4N3C)C,Active,100,,,449.204,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845,444.021,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803
1478,7970916,5310344,CCN(CC)CCNC(=O)C1=C(N2C=C(N=C2S1)C3=CC=CC=C3)C,Active,100,,,402.715,16.282,5.14447,528.316,37.3611,799.866,42.1915,0.751,0.819,286.673,21.4802,7.51071,397.334,63.0561,611.237,32.0087,0.437,0.799
1479,7970976,694452,CC(=C)CN1C2=C(N=C1N3CCCC3)N(C(=O)NC2=O)C,Inactive,0,,,467.224,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,543.061,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1480,7971004,5310362,COC(=O)C1=CC=C(O1)CSC2=NN3C(=NN=C3C4=CC(=CC=C4)F)C=C2,Active,100,,,160.877,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,270.572,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1481,7971035,2729242,CCN(CC)C1=CC=C(C=C1)C2C(=C(NC(=O)N2)C)C(=O)OCC,Active,100,,,374.674,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,407.939,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1482,7971328,5310442,CC1=CSC2=NC(=CN12)CCNS(=O)(=O)C3=CC4=C(C=C3)OCCO4,Inactive,0,,,683.306,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,613.858,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1483,7971330,3120834,COC(=O)CSC1=C(C(CC(=O)N1)C2=CC=C(C=C2)F)C#N,Inactive,0,,,676.449,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,587.449,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1484,7971389,5310462,CC1=CC(=NC2=C1C(=O)OC3=CC=CC=C32)NC(=O)CN4CCN(CC4)CC5=CC=CC=C5,Inactive,0,,,536.367,16.282,5.14447,528.316,37.3611,799.866,42.1915,0.751,0.819,461.714,21.4802,7.51071,397.334,63.0561,611.237,32.0087,0.437,0.799
1485,7971452,980701,CC1=CC=C(C=C1)CN2C3=C(N=C2SCCN4CCCCC4)N(C(=O)NC3=O)C,Active,100,,,319.796,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768,593.632,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755
1486,7971488,135449170,CCOC1=CC=C(C=C1)N=CC2=C(C=C(OC2=O)C)O,Inactive,0,,,741.164,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,634.02,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1487,7971535,2155956,CCSC1=NC2=C(C(=O)N1C)NC3=CC=CC=C32,Inactive,0,,,392.51,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,494.143,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
1488,7971631,5310518,CCCC1=NC2=C(C(=N1)SCC3=CC=CC=N3)C(=O)N(C(=O)N2C)C,Active,100,,,343.082,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,467.408,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1489,7971655,5310522,CC1=NC2=C(C(=N1)SCC3=CC=C(O3)C(=O)OC)C(=O)N(C(=O)N2C)C,Active,100,,,526.715,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845,473.02,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803
1490,7971735,2148447,CN1C(=CC(=O)N(C1=O)C)NC(=O)C2=C(C(=CC=C2)OC)OC,Inactive,0,,,700.53,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,600.592,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
1491,7971764,5310546,CC1CCCN(C1)CC2=NC3=C(N2CC4=C(C=CC=C4Cl)F)C(=O)N(C(=O)N3C)C,Inactive,0,,,739.286,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,567.469,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
1492,7971785,1734838,CCCCN1C2=CC=CC=C2NC1=O,Inactive,0,,,691.082,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,657.184,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
